"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameSizeRadius0To10_i","AnzahlSameSizeRadius10To30_i","AnzahlSameSizeRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 4","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,13.07.2024, 09:23 Uhr","€ 380","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","mit Rechnung","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1089353248/",2035,380,1210,"1210 Wien",4,"Blau","2024-07-13 09:23:00",1720862580,0,"used",1,0,1210,48.2678639,16.3845716,86,163,156,0,5.94017125272043,0.0601202404809619,"Blau","used"
"Woom 1 (inkl Glocke, Fahrradständer u Tragegurt)","1180 Wien, 18. Bezirk, Währing","Zuletzt geändert:,19.07.2024, 07:17 Uhr","€ 210","Privatperson","Gelb,Gebraucht,Selbstabholung","Woom 1 (inkl Glocke, Fahrradständer u Tragegurt)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-inkl-glocke-fahrradstaender-u-tragegurt-1512138717/",2036,210,1180,"1180 Wien",1,"Gelb","2024-07-19 07:17:00",1721373420,0,"used",0,0,1180,48.2308501342523,16.3262057036828,120,156,173,0,5.34710753071747,0.049792531120332,"Gelb","used"
"SRAM Schaltung woom 4 Automatic","3350 Haag","Zuletzt geändert:,13.07.2024, 07:11 Uhr","€ 445","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Mehrfarbig,Gebraucht,Selbstabholung","Voll funktionsfähig","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/sram-schaltung-woom-4-automatic-2114051338/",2043,445,3350,"3350 Haag",4,"Andere","2024-07-13 07:11:00",1720854660,0,"used",0,0,3350,48.1246557397267,14.5654628340223,1,30,47,0,6.09807428216624,0.530973451327434,"Andere","used"
"Woom 3 1x rot 2x grün fahrrad","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,13.07.2024, 05:59 Uhr","€ 290","","Rot,Gebraucht,Selbstabholung, Versand","Das rote hat einen kleinen lackschaden, das grüne ist ein guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1x-rot-2x-gruen-fahrrad-1774815069/",2045,290,NA,"Bruck an der Leitha",3,"Rot","2024-07-13 05:59:00",1720850340,0,"used",1,1,2460,48.01475175,16.7755597565265,15,14,321,1,5.66988092298052,0.136674259681093,"Rot","used"
"Kinderfahrrad Woom 4 (neuwertig)","Gänserndorf, Niederösterreich","Zuletzt geändert:,12.07.2024, 21:47 Uhr","€ 435","","Kettenschaltung,Felgenbremse,45 cm,20 Zoll,Violett,Neuwertig,Selbstabholung","Viel zu schnell ausgewachsen. Kaum verwendet. Fast neu. (Überzeugen Sie sich selbst!) Woom-Farbe ""Purple Haze"" Originalausführung.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-neuwertig-970271803/",2047,435,NA,"Gänserndorf",4,"Violett","2024-07-12 21:47:00",1720820820,0,"as good as new",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,6.07534603108868,0.116279069767442,"Violett","as good as new"
"Woom 3","Neusiedl am See, Burgenland","Zuletzt geändert:,12.07.2024, 20:51 Uhr","€ 319","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Wir verkaufen unser woom 3 – Farbe rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1669448571/",2048,319,NA,"Neusiedl am See",3,"Rot","2024-07-12 20:51:00",1720817460,0,"used",0,1,7100,47.9553875,16.8736715,40,1,317,1,5.76519110278484,0.107334525939177,"Rot","used"
"Woom 4 Fahrrad","9601 Gailitz","Zuletzt geändert:,12.07.2024, 20:22 Uhr","€ 320","Privatperson","Kettenschaltung,Felgenbremse,Rot,Gebraucht,Selbstabholung","Woom 4 inkl. Trinkflaschenhalter und Ständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-fahrrad-1790299519/",2051,320,9601,"9601 Gailitz",4,"Rot","2024-07-12 20:22:00",1720815720,0,"used",0,0,9601,46.5491614416208,13.7389296083147,1,1,33,0,5.76832099579377,1.46341463414634,"Rot","used"
"Woom 6 in Grau","3021 Pressbaum","Zuletzt geändert:,12.07.2024, 18:03 Uhr","€ 439","Privatperson","Kettenschaltung,Felgenbremse,Grau,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-in-grau-1877379508/",2053,439,3021,"3021 Pressbaum",6,"Andere","2024-07-12 18:03:00",1720807380,0,"used",1,0,3021,48.1819536,16.0864713,5,282,172,1,6.08449941307517,0.0783289817232376,"Andere","used"
"Woom 3","Kirchdorf an der Krems, Oberösterreich","Zuletzt geändert:,12.07.2024, 17:38 Uhr","€ 325","","Rot,Gebraucht,Selbstabholung","Ein paar Kratzer und gerne gefahren worden…","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-953194068/",2058,325,NA,"Kirchdorf an der Krems",3,"Rot","2024-07-12 17:38:00",1720805880,0,"used",0,1,4560,47.9074313,14.1254102958433,0,23,85,0,5.78382518232974,0.458015267175572,"Rot","used"
"Woom 4","3681 Hofamt Priel","Zuletzt geändert:,13.07.2024, 09:08 Uhr","€ 330","Privatperson","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-972018362/",2059,330,3681,"3681 Hofamt Priel",4,"Rot","2024-07-13 09:08:00",1720861680,0,"used",0,0,3681,48.2030169803968,15.0771049370238,1,25,60,0,5.79909265446053,0.517241379310345,"Rot","used"
"WOOM ORIGINAL 3 AUTOMAGIC *NEU*","Kufstein, Tirol","Zuletzt geändert:,12.07.2024, 14:06 Uhr","€ 500","","Nabenschaltung,Violett,Neu,Selbstabholung","Rad wurde nur 10 mal gefahren - leider zu klein gekauft - keine Mängel - inkl. Fahrradständer, Klingel und Steckschutzbläche","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-automagic-neu-1836440174/",2065,500,NA,"Kufstein",3,"Violett","2024-07-12 14:06:00",1720793160,0,"good",0,1,6330,47.5848037601801,12.1711387515082,2,12,33,0,6.21460809842219,0.869565217391304,"Violett","good"
"Woom 3 mit SRAM Automatix","Neusiedl am See, Burgenland","Zuletzt geändert:,12.07.2024, 13:27 Uhr","€ 320","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-sram-automatix-2091352245/",2069,320,NA,"Neusiedl am See",3,"Rot","2024-07-12 13:27:00",1720790820,0,"used",1,1,7100,47.9553875,16.8736715,40,1,317,0,5.76832099579377,0.107334525939177,"Rot","used"
"(reserviert) Woom 2 lila","Zell am See, Salzburg","Zuletzt geändert:,22.07.2024, 08:13 Uhr","€ 340","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe ein Woom Bike 2 in der Farbe lila. Wor haben das Fahrrad letztes Jahr im August NEU gekauft (inkl. Ständer) und waren super zufrieden! Jetzt muss die nächste Größe her. Zu verkaufen (ohne Klingel)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-lila-1240704672/",2073,340,NA,"Zell am See",2,"Violett","2024-07-22 08:13:00",1721635980,1,"used",0,1,5700,47.310018,12.8172528004515,1,5,49,0,5.82894561761021,0.923076923076923,"Violett","used"
"woom ORIGINAL 1 mit Zubehör","Vöcklabruck, Oberösterreich","Zuletzt geändert:,12.07.2024, 16:30 Uhr","€ 190","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Das superleichte und innovative Laufrad in 12 Zoll für Kleinkinder ab eineinhalb Jahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-1-mit-zubehoer-1434145746/",2074,190,NA,"Vöcklabruck",1,"Blau","2024-07-12 16:30:00",1720801800,0,"used",0,1,4840,48.0198599,13.649025,5,23,69,1,5.24702407216049,0.413793103448276,"Blau","used"
"Woom 2 schwarz - Sonderedition","Schärding, Oberösterreich","Zuletzt geändert:,21.07.2024, 16:45 Uhr","€ 325","","Felgenbremse,Schwarz,Gebraucht,Selbstabholung","Abzugeben ist ein schwarzes (sehr seltenes) Woom 2 Special Edition Fahrrad aus leichtem Aluminium. Wir benötigen die nächste Größe 4. Vielleicht möchte ja jemand tauschen?","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-schwarz-sonderedition-1087635698/",2075,325,NA,"Schärding",2,"Andere","2024-07-21 16:45:00",1721580300,1,"used",0,1,4780,48.45270515,13.4363396108764,0,3,65,0,5.78382518232974,0.845070422535211,"Andere","used"
"WOOM Kinderfahrrad Größe 2 gelb","1040 Wien, 04. Bezirk, Wieden","Zuletzt geändert:,12.07.2024, 08:55 Uhr","€ 380","Privatperson","bis 16 Zoll,Gelb,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-groesse-2-gelb-1391867813/",2077,380,1040,"1040 Wien",2,"Gelb","2024-07-12 08:55:00",1720774500,0,"as good as new",0,0,1040,48.192659338033,16.3693627247063,170,106,175,0,5.94017125272043,0.0426439232409382,"Gelb","as good as new"
"WOOM 3","Güssing, Burgenland","Zuletzt geändert:,12.07.2024, 09:01 Uhr","€ 350","","Felgenbremse,18 Zoll,Grün,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1291520163/",2078,350,NA,"Güssing",3,"Grün","2024-07-12 09:01:00",1720774860,0,"as good as new",0,1,7540,47.0262545832207,16.3207638232981,0,3,29,0,5.85793315448346,1.71428571428571,"Grün","as good as new"
"Woom 3 Rot","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,20.07.2024, 23:49 Uhr","€ 320","Privatperson","Rot,Gebraucht,Selbstabholung, Versand","zur Abholung im 18. Bezirk","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-1728034135/",2083,320,1210,"1210 Wien",3,"Rot","2024-07-20 23:49:00",1721519340,0,"used",1,0,1210,48.2678639,16.3845716,86,163,156,0,5.76832099579377,0.0601202404809619,"Rot","used"
"Woom 2 aktuelles Modell","6123 Terfens","Zuletzt geändert:,12.07.2024, 22:59 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Violett,Neuwertig,Selbstabholung","Woom 2 lila /purple","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-aktuelles-modell-1711275653/",2087,330,6123,"6123 Terfens",2,"Violett","2024-07-12 22:59:00",1720825140,0,"as good as new",0,0,6123,47.3246284360784,11.6496039029708,12,11,33,0,5.79909265446053,0.47244094488189,"Violett","as good as new"
"Woom 2 rot 2021","2630 Pottschach","Zuletzt geändert:,11.07.2024, 20:42 Uhr","€ 300","Privatperson","Rot,Gebraucht,Selbstabholung","Woom 2 in gewohnt guter Qualität. Abnutzungsspuren am Lenker sind einem Fahrradkorb zu verschulden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-rot-2021-1778081752/",2091,300,2630,"2630 Pottschach",2,"Rot","2024-07-11 20:42:00",1720730520,0,"used",0,0,2630,47.7154072230459,16.0306860759796,11,17,182,0,5.7037824746562,0.212765957446809,"Rot","used"
"Woom 3 in Rot","1090 Wien, 09. Bezirk, Alsergrund","Zuletzt geändert:,11.07.2024, 19:20 Uhr","€ 330","Privatperson","Rot,Gebraucht,Selbstabholung","Original Woom 3 in Rot zu verkaufen. Hat nur wenige Gebrauchspuren und funktioniert vollkommen eindwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-rot-1145913518/",2095,330,1090,"1090 Wien",3,"Rot","2024-07-11 19:20:00",1720725600,0,"used",0,0,1090,48.2284075,16.3625257,149,166,124,0,5.79909265446053,0.0444444444444444,"Rot","used"
"Woom 6","2571 Altenmarkt an der Triesting","Zuletzt geändert:,11.07.2024, 18:16 Uhr","€ 400","Privatperson","Rot,Gebraucht,Selbstabholung","Verkaufe ein Woom 6, bei Interesse einfach melden!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-1914893562/",2098,400,2571,"2571 Altenmarkt an der Triesting",6,"Rot","2024-07-11 18:16:00",1720721760,0,"used",0,0,2571,48.0235173376056,16.0129888737622,0,124,276,0,5.99146454710798,0.114503816793893,"Rot","used"
"Woom 2","Gänserndorf, Niederösterreich","Zuletzt geändert:,18.07.2024, 11:56 Uhr","€ 330","","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe ein Woom 2 in lila mit Kotflügel ,Ständer und Glocke natürlich mit normalen Kinder gebrauchsspuren aber technisch einwandfrei immer gewartet.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1126598763/",2100,330,NA,"Gänserndorf",2,"Violett","2024-07-18 11:56:00",1721303760,0,"used",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,5.79909265446053,0.116279069767442,"Violett","used"
"Woom 3 lika","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,18.07.2024, 14:26 Uhr","€ 300","","Violett,Gebraucht,Selbstabholung","Lila Woom 3 Rad zum losfahren!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lika-1975243605/",2104,300,NA,"Bruck an der Leitha",3,"Violett","2024-07-18 14:26:00",1721312760,0,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,0,5.7037824746562,0.136674259681093,"Violett","used"
"Woom 6 lila 26 Zoll, 8 Gänge","Schwaz, Tirol","Zuletzt geändert:,11.07.2024, 10:15 Uhr","€ 500","","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-lila-26-zoll-8-gaenge-1549033475/",2108,500,NA,"Schwaz",6,"Violett","2024-07-11 10:15:00",1720692900,0,"used",0,1,6130,47.3468931632188,11.7135637986357,2,10,33,0,6.21460809842219,0.923076923076923,"Violett","used"
"Kinderfahrrad von Woom Gr: 4","6341 Ebbs","Zuletzt geändert:,20.07.2024, 18:21 Uhr","€ 480","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Rot,Neuwertig,Selbstabholung","Ganz tolles Kinderfahrrad 20 Zoll  ab sechs Jahren (125-130cm) mit verstellbarem Vario-Vorbau und 7-Gang-Schaltung, Drehschaltgriff, superleicht, von Woom, Gr: 4, rot, mit Seitenständer und Klingel, super Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-von-woom-gr-4-1011808944/",2112,480,6341,"6341 Ebbs",4,"Rot","2024-07-20 18:21:00",1721499660,0,"as good as new",0,0,6341,47.6302967175656,12.2216218987923,14,11,35,0,6.17378610390194,0.425531914893617,"Rot","as good as new"
"Woom 5","Mödling, Niederösterreich","Zuletzt geändert:,11.07.2024, 08:17 Uhr","€ 480","","Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-932859755/",2113,480,NA,"Mödling",5,"Blau","2024-07-11 08:17:00",1720685820,0,"as good as new",0,1,2340,48.0830407148611,16.2908222993186,57,178,202,0,6.17378610390194,0.0666666666666667,"Blau","as good as new"
"WOOM 3 - Kinderfahrrad","Kufstein, Tirol","Zuletzt geändert:,11.07.2024, 08:18 Uhr","€ 350","","Violett,Gebraucht,Selbstabholung, Versand","verkaufe WOOM 3 Kinderfahrrad in tadellosem Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1421290358/",2114,350,NA,"Kufstein",3,"Violett","2024-07-11 08:18:00",1720685880,0,"used",1,1,6330,47.5848037601801,12.1711387515082,2,12,33,0,5.85793315448346,0.869565217391304,"Violett","used"
"Woom 2 grün guter Zustand","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,11.07.2024, 08:49 Uhr","€ 300","Privatperson","Grün,Gebraucht,Selbstabholung","Verkaufe Woom 2 in gutem Zustand. Leichte Gebrauchsspuren. 14“ Rahmen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-gruen-guter-zustand-1928897785/",2115,300,1210,"1210 Wien",2,"Grün","2024-07-11 08:49:00",1720687740,0,"used",0,0,1210,48.2678639,16.3845716,86,163,156,0,5.7037824746562,0.0601202404809619,"Grün","used"
"Woom 3 lila","Wolfsberg, Kärnten","Zuletzt geändert:,10.07.2024, 21:51 Uhr","€ 270","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Unser heiß geliebtes Woom 3 ist leider zu klein geworden und darf ein weiteres Mädchen glücklich machen 🪻","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-1692419609/",2120,270,NA,"Wolfsberg",3,"Violett","2024-07-10 21:51:00",1720648260,0,"used",0,1,9400,46.8259481083877,14.843014269165,0,7,57,0,5.59842195899838,0.845070422535211,"Violett","used"
"Woom 3 inkl. Ständer und Gepäckträger, TOP Zustand!","Mödling, Niederösterreich","Zuletzt geändert:,10.07.2024, 21:59 Uhr","€ 425","","Rot,Gebraucht,Selbstabholung","TOP Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-staender-und-gepaecktraeger-top-zustand-1913604940/",2121,425,NA,"Mödling",3,"Rot","2024-07-10 21:59:00",1720648740,0,"used",0,1,2340,48.0830407148611,16.2908222993186,57,178,202,0,6.05208916892442,0.0666666666666667,"Rot","used"
"woom 3 mit ständer und klingel","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,13.07.2024, 00:52 Uhr","€ 280","Privatperson","Rot,Gebraucht,Selbstabholung","mit gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-staender-und-klingel-1737068146/",2128,280,1230,"1230 Wien",3,"Rot","2024-07-13 00:52:00",1720831920,0,"used",0,0,1230,48.1393523,16.3048854,87,173,182,0,5.63478960316925,0.0571428571428571,"Rot","used"
"Woom 2 Fahrrad 14 mit Ständer und Kettenschutz","Korneuburg, Niederösterreich","Zuletzt geändert:,10.07.2024, 19:08 Uhr","€ 450","","Rot,Gebraucht,Selbstabholung, Versand","Sehr guter Zustand, leider aus Platzgründen abzugeben","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-14-mit-staender-und-kettenschutz-1155177442/",2129,450,NA,"Korneuburg",2,"Rot","2024-07-10 19:08:00",1720638480,0,"used",1,1,2100,48.3660693284712,16.3225613038421,9,259,134,0,6.10924758276437,0.084985835694051,"Rot","used"
"Woom 3 Kinderfahrrad in lila zu verkaufen","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,10.07.2024, 23:42 Uhr","€ 339","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-in-lila-zu-verkaufen-1012686482/",2131,339,NA,"Bruck an der Leitha",3,"Violett","2024-07-10 23:42:00",1720654920,0,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,1,5.82600010738045,0.136674259681093,"Violett","used"
"Woom 4 Supra","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,17.07.2024, 12:01 Uhr","€ 400","","20 Zoll,Schwarz,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 4 Supra, weil es zu klein geworden ist. Es ist die Sonderedition Supra, welche im Vergleich zum normalen Woom 4 mit einer peppigeren Farbkombination und leichteren Bauteilen wie einer Carbon-Sattelstütze aufwartet. Das Fahrrad ist voll funktionstüchtig, es ist extrem leicht und hat normale Gebrauchsspuren. Heuer wurde ein komplettes Service gemacht und danach noch 2x gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-supra-1737916709/",2133,400,1220,"1220 Wien",4,"Andere","2024-07-17 12:01:00",1721217660,0,"used",0,1,1220,48.2152329,16.4840611,97,164,158,0,5.99146454710798,0.0561797752808989,"Andere","used"
"Woom 3 Kinderfahrrad (Erstbesitz)","1160 Wien, 16. Bezirk, Ottakring","Zuletzt geändert:,10.07.2024, 14:00 Uhr","€ 330","Privatperson","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-erstbesitz-1568755356/",2146,330,1160,"1160 Wien",3,"Gelb","2024-07-10 14:00:00",1720620000,0,"used",1,0,1160,48.2189223,16.2952994,133,149,181,0,5.79909265446053,0.0469851213782302,"Gelb","used"
"Kinderfahrrad, Woom 2","9020 Klagenfurt","Zuletzt geändert:,10.07.2024, 11:13 Uhr","€ 350","Privatperson","Rot,Neuwertig,Selbstabholung","Kinderfahrrad Woom2, für ca. 3 bis 4 1/2 Jahre.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-2-832858681/",2147,350,9020,"9020 Klagenfurt",2,"Rot","2024-07-10 11:13:00",1720609980,0,"as good as new",0,0,9020,46.6230809192316,14.302588703974,3,5,15,0,5.85793315448346,1.3953488372093,"Rot","as good as new"
"Woom 3. Kinderfahrrad 16 Zoll","1200 Wien, 20. Bezirk, Brigittenau","Zuletzt geändert:,16.07.2024, 11:42 Uhr","€ 275","Privatperson","Rot,Gebraucht,Selbstabholung","Woom .3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-16-zoll-2081931379/",2150,275,1200,"1200 Wien",3,"Rot","2024-07-16 11:42:00",1721130120,0,"used",0,0,1200,48.23615775,16.3838734770906,137,174,124,0,5.61677109766657,0.0463678516228748,"Rot","used"
"WOOM 3 (16"") in sehr gutem Zustand","8043 Mariatrost","Zuletzt geändert:,10.07.2024, 09:49 Uhr","€ 350","Privatperson","Violett,Gebraucht,Selbstabholung","Verkaufen sehr gut erhaltenes WOOM 3 in lila, für Kinder von ca 4-6 Jahren geeignet. Das Fahrrad hat keine Gangschaltung.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16-in-sehr-gutem-zustand-1409441787/",2155,350,8043,"8043 Mariatrost",3,"Violett","2024-07-10 09:49:00",1720604940,0,"used",0,0,8043,47.0960401181673,15.4604555144581,19,29,40,0,5.85793315448346,0.283018867924528,"Violett","used"
"Woom 4 blau","Zell am See, Salzburg","Zuletzt geändert:,10.07.2024, 08:43 Uhr","€ 350","","Felgenbremse,Blau,Gebraucht,Selbstabholung","Rad wird mit Original Woom Ständer (ohne Klingel und ohne Flaschenhalterung ) verkauft, ist in einem guten gebrauchten Zustand;","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-1755635458/",2156,350,NA,"Zell am See",4,"Blau","2024-07-10 08:43:00",1720600980,0,"used",0,1,5700,47.310018,12.8172528004515,1,5,49,0,5.85793315448346,0.923076923076923,"Blau","used"
"Woom 3 16"" blau","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,10.07.2024, 07:07 Uhr","€ 380","Privatperson","Blau,Neuwertig,Selbstabholung, Versand","Sehr gut erhaltenes Woom 3 in blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16-blau-1227740061/",2160,380,1230,"1230 Wien",3,"Blau","2024-07-10 07:07:00",1720595220,0,"as good as new",1,0,1230,48.1393523,16.3048854,87,173,182,0,5.94017125272043,0.0571428571428571,"Blau","as good as new"
"Woom 3","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,09.07.2024, 21:37 Uhr","€ 330","Privatperson","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1493840224/",2165,330,1020,"1020 Wien",3,"Grün","2024-07-09 21:37:00",1720561020,0,"used",0,0,1020,48.20642055,16.4327785094205,123,177,128,0,5.79909265446053,0.0491803278688525,"Grün","used"
"Woom 3","Vöcklabruck, Oberösterreich","Zuletzt geändert:,20.07.2024, 20:00 Uhr","€ 330","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufen unser Woom 3 wegen Umstieg auf das 4er.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1484840433/",2168,330,NA,"Vöcklabruck",3,"Violett","2024-07-20 20:00:00",1721505600,0,"used",0,1,4840,48.0198599,13.649025,5,23,69,0,5.79909265446053,0.413793103448276,"Violett","used"
