"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameProductsRadius0To10_i","AnzahlSameProductsRadius10To30_i","AnzahlSameProductsRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom Supra 5","2440 Gramatneusiedl","Zuletzt geändert:,21.06.2024, 21:26 Uhr","€ 500","Privatperson","Schwarz,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-supra-5-1630057027/",724,500,2440,"2440 Gramatneusiedl",5,"Andere","2024-06-21 21:26:00",1719005160,0,"used",0,0,2440,48.0176784303732,16.4677635641509,2,119,28,0,6.21460809842219,0.215827338129496,"Andere","used"
"woom 3","1030 Wien, 03. Bezirk, Landstraße","Zuletzt geändert:,21.06.2024, 21:03 Uhr","€ 320","Privatperson","bis 16 Zoll,Grün,Neuwertig,Selbstabholung, Versand","ich verkaufe das woom 3 von meinem sohn. er ist eine saison gefahren damit und so stark gewachsen sodass er das woom 4 schon braucht.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-999728995/",726,320,1030,"1030 Wien",3,"Grün","2024-06-21 21:03:00",1719003780,0,"as good as new",1,0,1030,48.1995445102805,16.3922565028478,106,20,21,0,5.76832099579377,0.0860832137733142,"Grün","as good as new"
"Woom 6 in blau (inkl. Lieferung)","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,06.07.2024, 08:44 Uhr","€ 399","Privatperson","Blau,Gebraucht,Selbstabholung","Ich verkaufe unser Woom 6 Rad, welches bei den Großeltern stand und daher auch wenig verwendet wurde.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-in-blau-inkl-lieferung-797732087/",732,399,1230,"1230 Wien",6,"Blau","2024-07-06 08:44:00",1720255440,1,"used",0,0,1230,48.1393523,16.3048854,43,79,19,1,5.98896141688986,0.137931034482759,"Blau","used"
"Woom-Bike 3","3970 Weitra","Zuletzt geändert:,20.06.2024, 18:25 Uhr","€ 390","Privatperson","Felgenbremse,39 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom-Bike 3 in guten Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-3-941443909/",746,390,3970,"3970 Weitra",3,"Rot","2024-06-20 18:25:00",1718907900,0,"used",0,0,3970,48.7000364386173,14.9178797598445,0,1,7,1,5.96614673912369,6.66666666666667,"Rot","used"
"Woom 2 neu!","9500 Villach","Zuletzt geändert:,05.07.2024, 14:23 Uhr","€ 380","Privatperson","Gelb,Neu,Selbstabholung, Versand","neu und unbenutzt inkl.. Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-neu-1906224883/",756,380,9500,"9500 Villach",2,"Gelb","2024-07-05 14:23:00",1720189380,1,"good",1,0,9500,46.59543335,13.8360003424072,1,1,18,0,5.94017125272043,2.30769230769231,"Gelb","good"
"Woom 4 neuwertig! WOOM Original 4 Kinderbike 6-8 Jahre 115-130 cm KörperGr. woom Green Gr. 20","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,23.06.2024, 15:43 Uhr","€ 450","Privatperson","Kettenschaltung,Scheibenbremse,Grün,Neuwertig,Selbstabholung, Versand","Wenig benutzt, zu schnell rausgewachsen und leider zu klein, 20 Zoll","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-neuwertig-woom-original-4-kinderbike-6-8-jahre-115-130-cm-koerpergr-woom-green-gr-20-1453128521/",758,450,1100,"1100 Wien",4,"Grün","2024-06-23 15:43:00",1719157380,0,"as good as new",1,0,1100,48.1760137,16.3687822,85,42,18,0,6.10924758276437,0.0980392156862745,"Grün","as good as new"
"Woom Bike 6","6410 Telfs","Zuletzt geändert:,19.06.2024, 12:23 Uhr","€ 450","Privatperson","Kettenschaltung,Felgenbremse,26 Zoll,Violett,Gebraucht,Selbstabholung","* wurde nur sehr wenig gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-6-1111232563/",787,450,6410,"6410 Telfs",6,"Violett","2024-06-19 12:23:00",1718799780,0,"used",0,0,6410,47.3136010697098,11.0747775131883,2,3,5,0,6.10924758276437,2.60869565217391,"Violett","used"
"Woom 3 gelb","2301 Groß-Enzersdorf","Zuletzt geändert:,19.06.2024, 09:32 Uhr","€ 280","Privatperson","Gelb,Gebraucht,Selbstabholung","Woom 3 in gelb wie abgebildet in gutem Zustand zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-1785920610/",795,280,2301,"2301 Groß-Enzersdorf",3,"Gelb","2024-06-19 09:32:00",1718789520,0,"used",0,0,2301,48.1922298865644,16.5919965218334,16,109,20,0,5.63478960316925,0.179640718562874,"Gelb","used"
"Woom 3","9800 Spittal an der Drau","Zuletzt geändert:,19.06.2024, 07:37 Uhr","€ 330","Privatperson","Violett,Gebraucht,Selbstabholung","Sehr gut.. lt Foto","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1575371975/",802,330,9800,"9800 Spittal an der Drau",3,"Violett","2024-06-19 07:37:00",1718782620,0,"used",0,0,9800,46.7986780631248,13.5009302417885,1,3,6,0,5.79909265446053,3.33333333333333,"Violett","used"
"Woom 2 Fahrrad","8051 Thal","Zuletzt geändert:,18.06.2024, 17:00 Uhr","€ 310","","Grün,Gebraucht,Selbstabholung","Grünes Woom 2 in gutem Zustand mit Original Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-1386217892/",807,310,8051,"8051 Thal",2,"Grün","2024-06-18 17:00:00",1718730000,0,"used",0,1,8051,47.0951364018214,15.3947895531991,14,10,9,0,5.73657229747919,0.530973451327434,"Grün","used"
"Cygnus 8 Super Light 24 Zoll.","9020 Klagenfurt, 12.Bez.:St. Martin","Zuletzt geändert:,18.06.2024, 16:09 Uhr","€ 275","Privatperson","Kettenschaltung,bis 35 cm,24 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/cygnus-8-super-light-24-zoll-833667226/",808,275,9020,"9020 Klagenfurt",8,"Rot","2024-06-18 16:09:00",1718726940,0,"as good as new",0,0,9020,46.6230809192316,14.302588703974,4,3,6,0,5.61677109766657,1.66666666666667,"Rot","as good as new"
"Woom 4 City Fahrrad","1090 Wien, 09. Bezirk, Alsergrund","Zuletzt geändert:,01.07.2024, 10:59 Uhr","€ 490","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Schwarz,Gebraucht,Selbstabholung","Verkaufe hier ein Woom 4 City Bike, dieses ist gebraucht aber in einwandfreiem Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-city-fahrrad-781631142/",827,490,1090,"1090 Wien",4,"Andere","2024-07-01 10:59:00",1719831540,0,"used",0,0,1090,48.2284075,16.3625257,97,36,16,1,6.19440539110467,0.0895522388059701,"Andere","used"
"KU Bike Kinderfahrrad für bis 4-6 Jahre","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,23.06.2024, 08:27 Uhr","€ 250","Privatperson","bis 16 Zoll,Türkis,Gebraucht,Selbstabholung","Verkaufe das Fahrrad meines Kindes, da es schon zu klein ist. Es ist im sehr guten funktionstüchtigen Zustand. Aufgrund des Gebrauchs hat es ein paar Kratzer. Das KU Bike ist ein sehr zuverlässiges Fahrrad und qualitativ hochwertiger als die WOOM Bikes. Neupreis bei United in Cycling lag bei ca 450€ (Montage wurde dazugekauft, daher der Preis) - Preis NICHT verhandelbar.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/ku-bike-kinderfahrrad-fuer-bis-4-6-jahre-1389545444/",828,250,1220,"1220 Wien",4,"Andere","2024-06-23 08:27:00",1719131220,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.52146091786225,0.122950819672131,"Andere","used"
"Woom 2 blau","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,17.06.2024, 14:17 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-blau-2058959213/",842,330,1220,"1220 Wien",2,"Blau","2024-06-17 14:17:00",1718633820,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.79909265446053,0.122950819672131,"Blau","used"
"WOOM 2","9800 Spittal an der Drau","Zuletzt geändert:,28.06.2024, 11:51 Uhr","€ 340","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","WOOM 2 , Absolut neuwertiger Zustand!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-821426953/",844,340,9800,"9800 Spittal an der Drau",2,"Grün","2024-06-28 11:51:00",1719575460,0,"used",1,0,9800,46.7986780631248,13.5009302417885,1,3,6,0,5.82894561761021,3.33333333333333,"Grün","used"
"Woom 1 neuwertig!","8983 Bad Mitterndorf","Zuletzt geändert:,21.06.2024, 13:45 Uhr","€ 190","Privatperson","Violett,Neuwertig,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-neuwertig-1950729206/",850,190,8983,"8983 Bad Mitterndorf",1,"Violett","2024-06-21 13:45:00",1718977500,0,"as good as new",1,0,8983,47.5561049446325,13.9311191182313,0,1,10,1,5.24702407216049,5,"Violett","as good as new"
"Woom 4 Zell am See","5751 Maishofen","Zuletzt geändert:,16.06.2024, 15:39 Uhr","€ 420","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 4, leichte Gebrauchsspuren, 1. Eigentümer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-zell-am-see-1204884274/",879,420,5751,"5751 Maishofen",4,"Blau","2024-06-16 15:39:00",1718552340,0,"used",0,0,5751,47.3848013357095,12.800036532751,1,2,11,0,6.04025471127741,2.85714285714286,"Blau","used"
"WOOM 3 FAHRRAD OHNE GANGSCHALTUNG","5500 Alpfahrt","Zuletzt geändert:,30.06.2024, 21:06 Uhr","€ 320","Privatperson","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-ohne-gangschaltung-1188860040/",888,320,5500,"5500 Alpfahrt",3,"Rot","2024-06-30 21:06:00",1719781560,0,"used",0,0,5500,47.4301775,13.2203968156897,1,2,8,0,5.76832099579377,3.33333333333333,"Rot","used"
"WOOM OFF Air 4 20""","5741 Neukirchen am Großvenediger","Zuletzt geändert:,27.06.2024, 13:22 Uhr","€ 480","Privatperson","Kettenschaltung,Scheibenbremse,bis 35 cm,20 Zoll,Schwarz,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-air-4-20-1086345024/",890,480,5741,"5741 Neukirchen am Großvenediger",4,"Andere","2024-06-27 13:22:00",1719494520,0,"used",0,0,5741,47.25156455,12.2753385612453,0,6,10,0,6.17378610390194,2.72727272727273,"Andere","used"
"Woom 3 Kinderfahrrad","9832 Pußtratten","Zuletzt geändert:,16.06.2024, 11:54 Uhr","€ 330","Privatperson","Rot,Neuwertig,Selbstabholung","Woom 3, 16 Zoll, mit Ständer und Klingel, wurde nur von einem Kind benutzt, keine Schäden- wie neu","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-783278358/",893,330,9832,"9832 Pußtratten",3,"Rot","2024-06-16 11:54:00",1718538840,0,"as good as new",0,0,9832,46.891754298813,13.0390251708014,0,3,9,0,5.79909265446053,4,"Rot","as good as new"
"Woom 3 kinderfahrrad","2732 Zweiersdorf","Zuletzt geändert:,16.06.2024, 10:28 Uhr","€ 320","Privatperson","Gelb,Gebraucht,Selbstabholung, Versand","Hallo","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-938511939/",896,320,2732,"2732 Zweiersdorf",3,"Gelb","2024-06-16 10:28:00",1718533680,0,"used",1,0,2732,47.7907690115055,16.0416254418595,0,6,132,0,5.76832099579377,0.416666666666667,"Gelb","used"
"Woom 5 *neuer Preis*","3002 Purkersdorf","Zuletzt geändert:,25.06.2024, 20:34 Uhr","€ 480","Privatperson","Kettenschaltung,Felgenbremse,24 Zoll,Türkis,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-neuer-preis-1101410711/",922,480,3002,"3002 Purkersdorf",5,"Andere","2024-06-25 20:34:00",1719347640,0,"as good as new",0,0,3002,48.2086718250956,16.1762410508916,12,118,22,0,6.17378610390194,0.181818181818182,"Andere","as good as new"
"Woom 3 Kinderfahrrad, 16 Zoll, blau","9073 Klagenfurt","Zuletzt geändert:,25.06.2024, 16:49 Uhr","€ 320","Privatperson","Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-16-zoll-blau-1339112890/",937,320,9073,"9073 Klagenfurt",3,"Blau","2024-06-25 16:49:00",1719334140,0,"used",0,0,9073,46.5965914764203,14.2743263522901,5,4,3,0,5.76832099579377,1.46341463414634,"Blau","used"
"Woom 3 Kinderfahrrad, 16 Zoll, rot","9073 Klagenfurt","Zuletzt geändert:,25.06.2024, 16:49 Uhr","€ 320","Privatperson","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-16-zoll-rot-1768314170/",938,320,9073,"9073 Klagenfurt",3,"Rot","2024-06-25 16:49:00",1719334140,0,"used",0,0,9073,46.5965914764203,14.2743263522901,5,4,3,0,5.76832099579377,1.46341463414634,"Rot","used"
"Woom 2, neu ungeöffnet, rot","8010 Graz","Zuletzt geändert:,15.06.2024, 08:59 Uhr","€ 350","Privatperson","Rot,Neu,Selbstabholung, Versand","Neu in Box ungeöffnet!!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-neu-ungeoeffnet-rot-2107068836/",943,350,8010,"8010 Graz",2,"Rot","2024-06-15 08:59:00",1718441940,0,"good",1,0,8010,47.07213787521,15.4531645759067,8,9,10,0,5.85793315448346,0.789473684210526,"Rot","good"
"Woom 4","2000 Stockerau","Zuletzt geändert:,27.06.2024, 20:23 Uhr","€ 349","Privatperson","Violett,Gebraucht,Selbstabholung","Inkl. Radständer und Klingel","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-895644922/",948,349,2000,"2000 Stockerau",4,"Violett","2024-06-27 20:23:00",1719519780,0,"used",0,0,2000,48.3910543218357,16.2125125644267,1,127,18,1,5.85507192220243,0.215827338129496,"Violett","used"
"Woom 5","2120 Wolkersdorf im Weinviertel","Zuletzt geändert:,18.06.2024, 05:33 Uhr","€ 430","Privatperson","Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1336599887/",949,430,2120,"2120 Wolkersdorf im Weinviertel",5,"Rot","2024-06-18 05:33:00",1718688780,0,"as good as new",0,0,2120,48.3807458181003,16.5176216315057,1,110,31,0,6.06378520868761,0.233463035019455,"Rot","as good as new"
"Puky S-PRO 16-1","9161 Maria Rain","Zuletzt geändert:,14.06.2024, 18:17 Uhr","€ 200","Privatperson","Mehrfarbig,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/puky-s-pro-16-1-809295953/",951,200,9161,"9161 Maria Rain",1,"Andere","2024-06-14 18:17:00",1718389020,0,"used",0,0,9161,46.600357766162,14.2850050824391,5,4,3,0,5.29831736654804,1.46341463414634,"Andere","used"
"Woom 3 Kinderfahrrad","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,02.07.2024, 12:23 Uhr","€ 300","Privatperson","Felgenbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom 3 in rot.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-2102925037/",969,300,1130,"1130 Wien",3,"Rot","2024-07-02 12:23:00",1719922980,0,"used",0,0,1130,48.17303285,16.278363207384,55,79,15,0,5.7037824746562,0.119284294234592,"Rot","used"
"Woom 3","8734 Großlobming","Zuletzt geändert:,13.06.2024, 20:08 Uhr","€ 330","Privatperson","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1188579567/",982,330,8734,"8734 Großlobming",3,"Grün","2024-06-13 20:08:00",1718309280,0,"used",0,0,8734,47.1874554,14.8220987119996,1,2,23,0,5.79909265446053,1.81818181818182,"Grün","used"
"Woom 1 grün mit Trittbrett, Radständer und Klingel","6370 Kitzbühel","Zuletzt geändert:,27.06.2024, 12:12 Uhr","€ 230","Privatperson","Grün,Neuwertig,Selbstabholung, Versand","Laufrad ist eigentlich neu! Preis inkl Trittbrett und Radständer!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-gruen-mit-trittbrett-radstaender-und-klingel-1674270505/",987,230,6370,"6370 Kitzbühel",1,"Grün","2024-06-27 12:12:00",1719490320,0,"as good as new",1,0,6370,47.447367,12.3928487,0,6,8,0,5.4380793089232,3,"Grün","as good as new"
"Woom 2 kinderfahrrad","8200 Gleisdorf","Zuletzt geändert:,25.06.2024, 21:20 Uhr","€ 282","Privatperson","Rot,Gebraucht,Selbstabholung","Kinderfahrrad Woom 2 mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-1293737803/",988,282,8200,"8200 Gleisdorf",2,"Rot","2024-06-25 21:20:00",1719350400,0,"used",0,0,8200,47.1020767516609,15.709234325282,1,23,5,0,5.64190707093811,1.05263157894737,"Rot","used"
"Woom 4","8062 Kumberg","Zuletzt geändert:,13.06.2024, 17:06 Uhr","€ 300","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Gelb,Gebraucht,Selbstabholung","Abdeckung von Schaltung ist kaputt, funktioniert aber einwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1657860747/",990,300,8062,"8062 Kumberg",4,"Gelb","2024-06-13 17:06:00",1718298360,0,"used",0,1,8062,47.1592273873752,15.5392296205628,1,22,10,0,5.7037824746562,1,"Gelb","used"
"Woom 3","5600 Einöden","Zuletzt geändert:,05.07.2024, 20:11 Uhr","€ 300","Privatperson","bis 16 Zoll,Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1753159362/",991,300,5600,"5600 Einöden",3,"Blau","2024-07-05 20:11:00",1720210260,1,"as good as new",0,0,5600,47.352248028262,13.2084515070163,1,2,6,0,5.7037824746562,3.75,"Blau","as good as new"
"Woom 3","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,13.06.2024, 14:45 Uhr","€ 360","Privatperson","Blau,Gebraucht,Selbstabholung","Im sehr guten Zustand befindet sich das Fahrrad.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1853974569/",992,360,1150,"1150 Wien",3,"Blau","2024-06-13 14:45:00",1718289900,0,"used",0,0,1150,48.1947304374963,16.3272146894668,90,41,19,0,5.88610403145016,0.093603744149766,"Blau","used"
"Woom 4 - Kinderfahrrad - gelb","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,04.07.2024, 21:24 Uhr","€ 450","Privatperson","20 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","Sehr gut erhaltenes Woom (sunny Yellow) aus erster Hand zu verkaufen. Das Fahrrad wurde ca. 1 Jahr gefahren und weist die üblichen Gebrauchsspuren auf. Da meine Tochter auf ein 5er woom umsteigt, verkaufen wir ihr geliebtes altes. Das Fahrrad ist sehr leicht und daher besonders angenehm für Kinder im Alter zwischen 5-8 Jahre geeignet. Service im Fahrradgeschäft vor 1,5 Monaten gemacht - Top Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-gelb-2081518068/",996,450,1020,"1020 Wien",4,"Gelb","2024-07-04 21:24:00",1720128240,0,"used",1,0,1020,48.20642055,16.4327785094205,78,45,18,0,6.10924758276437,0.104166666666667,"Gelb","used"
"Woom 3","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,13.06.2024, 07:08 Uhr","€ 300","Privatperson","Gelb,Gebraucht,Selbstabholung, Versand","immer trocken  gelagertes WOOM 3 (16 Zoll) zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2052863287/",1000,300,1130,"1130 Wien",3,"Gelb","2024-06-13 07:08:00",1718262480,0,"used",1,0,1130,48.17303285,16.278363207384,55,79,15,0,5.7037824746562,0.119284294234592,"Gelb","used"
"Woom 4 grün mit Seitenständer, Getränkehalter, Klingel und Schutzblech .","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,12.06.2024, 09:40 Uhr","€ 480","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Grün,Gebraucht,Selbstabholung","Woom Bike","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gruen-mit-seitenstaender-getraenkehalter-klingel-und-schutzblech-1049632985/",1014,480,1220,"1220 Wien",4,"Grün","2024-06-12 09:40:00",1718185200,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,6.17378610390194,0.122950819672131,"Grün","used"
"Woom 3 purple haze aus Erstbesitz","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,12.06.2024, 06:26 Uhr","€ 340","Privatperson","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-purple-haze-aus-erstbesitz-1919540188/",1015,340,1100,"1100 Wien",3,"Violett","2024-06-12 06:26:00",1718173560,0,"used",0,0,1100,48.1760137,16.3687822,85,42,18,0,5.82894561761021,0.0980392156862745,"Violett","used"
"Woom 3","8045 Weinitzen","Zuletzt geändert:,12.06.2024, 07:14 Uhr","€ 380","Privatperson","bis 16 Zoll,Violett,Neuwertig,Selbstabholung","Verkaufen unser Woom 3 wegen Umstieg auf ein grösseres Modell. Erstbeszitz, sehr gepflegter Zustand, von einem Kind für eine Saison gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1789871774/",1016,380,8045,"8045 Weinitzen",3,"Violett","2024-06-12 07:14:00",1718176440,0,"as good as new",0,0,8045,47.0973284,15.4219692,12,9,10,0,5.94017125272043,0.6,"Violett","as good as new"
"Woom 3 Kinderfahrrad rot","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,16.06.2024, 19:11 Uhr","€ 320","Privatperson","26 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-rot-1577719549/",1025,320,1130,"1130 Wien",3,"Rot","2024-06-16 19:11:00",1718565060,0,"used",0,0,1130,48.17303285,16.278363207384,55,79,15,0,5.76832099579377,0.119284294234592,"Rot","used"
"Woom 3","8010 Geidorf","Zuletzt geändert:,11.06.2024, 14:46 Uhr","€ 340","Privatperson","Gelb,Gebraucht,Selbstabholung","Woom 3 mit original Gepäckträger, Glocke und Fahrradständer. Ein Fahrradschloss gibt es gratis dazu:)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1842955719/",1028,340,8010,"8010 Geidorf",3,"Gelb","2024-06-11 14:46:00",1718117160,0,"used",0,0,8010,47.07213787521,15.4531645759067,8,9,10,0,5.82894561761021,0.789473684210526,"Gelb","used"
"Woom 3","8523 Deutschlandsberg","Zuletzt geändert:,11.06.2024, 09:17 Uhr","€ 390","Privatperson","Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1665320623/",1036,390,8523,"8523 Deutschlandsberg",3,"Blau","2024-06-11 09:17:00",1718097420,0,"as good as new",0,0,8523,46.8219221,15.2535015666074,0,4,27,1,5.96614673912369,1.71428571428571,"Blau","as good as new"
"WOOM Original 2 red (Das superleichte und innovative Allround-Kinderfahrrad in 14 Zoll)","2640 Prigglitz","Zuletzt geändert:,11.06.2024, 07:07 Uhr","€ 340","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-2-red-das-superleichte-und-innovative-allround-kinderfahrrad-in-14-zoll-851672965/",1039,340,2640,"2640 Prigglitz",2,"Rot","2024-06-11 07:07:00",1718089620,0,"as good as new",1,0,2640,47.6762274836243,15.9363368730114,0,3,30,0,5.82894561761021,1.66666666666667,"Rot","as good as new"
"Woom 3","7011 Siegendorf","Zuletzt geändert:,11.06.2024, 02:00 Uhr","€ 350","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 3, blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1167009709/",1047,350,7011,"7011 Siegendorf",3,"Blau","2024-06-11 02:00:00",1718071200,0,"used",0,0,7011,47.7658462652053,16.5167883545811,2,4,129,0,5.85793315448346,0.402684563758389,"Blau","used"
"Woom 3 aus Erstbesitz inkl. Ständer, Kettenschutz, Reflektoren, Korb","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,10.06.2024, 00:03 Uhr","€ 390","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-aus-erstbesitz-inkl-staender-kettenschutz-reflektoren-korb-2052707314/",1068,390,1220,"1220 Wien",3,"Violett","2024-06-10 00:03:00",1717977780,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,1,5.96614673912369,0.122950819672131,"Violett","used"
"Woom 3 Kinderfahrrad","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,09.06.2024, 16:56 Uhr","€ 350","Privatperson","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe ein Woom 3 Kinderfahrrad in gutem Zustand (normale Gebrauchsspuren) inklusive Klingel und original Seitenständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-976966830/",1082,350,1220,"1220 Wien",3,"Rot","2024-06-09 16:56:00",1717952160,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.85793315448346,0.122950819672131,"Rot","used"
"Woom 4","5760 Saalfelden am Steinernen Meer","Zuletzt geändert:,09.06.2024, 16:58 Uhr","€ 340","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-914758383/",1083,340,5760,"5760 Saalfelden am Steinernen Meer",4,"Grün","2024-06-09 16:58:00",1717952280,0,"used",0,0,5760,47.4179488382819,12.8342668985792,1,4,7,0,5.82894561761021,2.85714285714286,"Grün","used"
"Woom 4","3944 Pürbach","Zuletzt geändert:,09.06.2024, 14:57 Uhr","€ 450","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Sehr guter Zustand, einzig der rechte Lenker ist kinderfahrradtypisch leicht angeschlagen. Sehr sauber, 8 Gänge","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1397784442/",1087,450,3944,"3944 Pürbach",4,"Violett","2024-06-09 14:57:00",1717945020,0,"used",0,0,3944,48.7633897293103,15.0884642775862,0,2,5,0,6.10924758276437,6.66666666666667,"Violett","used"
