"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameProductsRadius0To10_i","AnzahlSameProductsRadius10To30_i","AnzahlSameProductsRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 6 in blau (inkl. Lieferung)","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,06.07.2024, 08:46 Uhr","€ 399","Privatperson","Blau,Gebraucht,Selbstabholung","Ich verkaufe unser Woom 6 Rad, welches bei den Großeltern stand und daher auch wenig verwendet wurde.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-in-blau-inkl-lieferung-1038503712/",39,399,1230,"1230 Wien",6,"Blau","2024-07-06 08:46:00",1720255560,1,"used",0,0,1230,48.1393523,16.3048854,43,79,19,1,5.98896141688986,0.137931034482759,"Blau","used"
"Woom 4 Kinderfahrrad","6130 Schwaz","Zuletzt geändert:,05.07.2024, 21:34 Uhr","€ 400","Privatperson","Rot,Gebraucht,Selbstabholung","Sehr guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-2073435844/",49,400,6130,"6130 Schwaz",4,"Rot","2024-07-05 21:34:00",1720215240,1,"used",0,0,6130,47.3468931632188,11.7135637986357,1,5,13,0,5.99146454710798,2.06896551724138,"Rot","used"
"Neuwertig Kinder Fahrrad woom 3 16 zoll Green","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,05.07.2024, 19:37 Uhr","€ 340","Privatperson","Tretlagerschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung, Versand","Neuwertig Kinder Fahrrad woom 3 16 zoll Green top Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertig-kinder-fahrrad-woom-3-16-zoll-green-2029285197/",54,340,1210,"1210 Wien",3,"Grün","2024-07-05 19:37:00",1720208220,1,"as good as new",1,0,1210,48.2678639,16.3845716,58,55,18,0,5.82894561761021,0.126050420168067,"Grün","as good as new"
"Top Kinder Fahrrad woom 3 16 zoll blau","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,05.07.2024, 19:27 Uhr","€ 330","Privatperson","Kettenschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Blau,Neuwertig,Selbstabholung, Versand","Kinder Fahrrad woom 3 16 zoll blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/top-kinder-fahrrad-woom-3-16-zoll-blau-1115521843/",59,330,1210,"1210 Wien",3,"Blau","2024-07-05 19:27:00",1720207620,1,"as good as new",1,0,1210,48.2678639,16.3845716,58,55,18,0,5.79909265446053,0.126050420168067,"Blau","as good as new"
"Woom 3 blau mit Seitenständer.","8010 Graz","Zuletzt geändert:,05.07.2024, 17:16 Uhr","€ 250","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-mit-seitenstaender-1553316036/",68,250,8010,"8010 Graz",3,"Blau","2024-07-05 17:16:00",1720199760,1,"as good as new",0,0,8010,47.07213787521,15.4531645759067,8,9,10,0,5.52146091786225,0.789473684210526,"Blau","as good as new"
"Woom 5 24 zoll","5092 Sankt Martin bei Lofer","Zuletzt geändert:,05.07.2024, 16:19 Uhr","€ 470","Privatperson","Kettenschaltung,Felgenbremse,24 Zoll,Grün,Gebraucht,Selbstabholung","Woom 5 grün","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-24-zoll-1743860015/",77,470,5092,"5092 Sankt Martin bei Lofer",5,"Grün","2024-07-05 16:19:00",1720196340,1,"used",0,0,5092,47.5720792005019,12.6996259977968,0,5,11,0,6.1527326947041,2.85714285714286,"Grün","used"
"WOOM 2","4115 Kleinzell im Mühlkreis","Zuletzt geändert:,05.07.2024, 15:14 Uhr","€ 350","Privatperson","Grün,Neuwertig,Selbstabholung, Versand","Wurde nur vier Monate gefahren dann leider schon zu klein, gekauft Februar 2024","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1893318459/",83,350,4115,"4115 Kleinzell im Mühlkreis",2,"Grün","2024-07-05 15:14:00",1720192440,1,"as good as new",1,0,4115,48.4564976020224,13.9978123717639,1,5,13,0,5.85793315448346,2.06896551724138,"Grün","as good as new"
"Woom 3","8160 Weiz","Zuletzt geändert:,05.07.2024, 08:45 Uhr","€ 300","Privatperson","Felgenbremse,Blau,Gebraucht,Selbstabholung","Woom 3 mit leichten Gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1537724249/",105,300,8160,"8160 Weiz",3,"Blau","2024-07-05 08:45:00",1720169100,1,"used",0,0,8160,47.2086261,15.6534885454484,0,21,9,0,5.7037824746562,1.17647058823529,"Blau","used"
"Woom 2","8160 Weiz","Zuletzt geändert:,05.07.2024, 08:47 Uhr","€ 320","Privatperson","Felgenbremse,Violett,Gebraucht,Selbstabholung","Woom 2 in gutem Zustand zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-2067269839/",106,320,8160,"8160 Weiz",2,"Violett","2024-07-05 08:47:00",1720169220,1,"used",0,0,8160,47.2086261,15.6534885454484,0,21,9,0,5.76832099579377,1.17647058823529,"Violett","used"
"Woom 3 in Lila","1160 Wien, 16. Bezirk, Ottakring","Zuletzt geändert:,05.07.2024, 07:46 Uhr","€ 320","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-lila-1650871459/",108,320,1160,"1160 Wien",3,"Violett","2024-07-05 07:46:00",1720165560,1,"used",0,0,1160,48.2189223,16.2952994,83,52,18,0,5.76832099579377,0.0967741935483871,"Violett","used"
"woom 3 rot","8042 Graz","Zuletzt geändert:,05.07.2024, 05:27 Uhr","€ 350","Privatperson","Felgenbremse,Rot,Gebraucht,Selbstabholung","Gebrauchtes und gefahrenes woom 3 in rot.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-793700431/",114,350,8042,"8042 Graz",3,"Rot","2024-07-05 05:27:00",1720157220,1,"used",0,0,8042,47.0626429,15.4843065,15,8,10,0,5.85793315448346,0.517241379310345,"Rot","used"
"Woom 4 blau","6275 Stumm","Zuletzt geändert:,06.07.2024, 12:39 Uhr","€ 399","Privatperson","20 Zoll,Blau,Gebraucht,Selbstabholung, Versand","Woom 4 Original in blau mit entsprechenden aber sehr wenigen kinderverursachten Gebrauchsspuren. Siehe Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-1063773468/",133,399,6275,"6275 Stumm",4,"Blau","2024-07-06 12:39:00",1720269540,1,"used",1,0,6275,47.2911312236903,11.8871667378132,0,7,10,1,5.98896141688986,2.5,"Blau","used"
"Woom 2","2301 Groß-Enzersdorf","Zuletzt geändert:,04.07.2024, 18:17 Uhr","€ 300","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 2","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1154146186/",140,300,2301,"2301 Groß-Enzersdorf",2,"Blau","2024-07-04 18:17:00",1720117020,0,"used",0,0,2301,48.1922298865644,16.5919965218334,16,109,20,0,5.7037824746562,0.179640718562874,"Blau","used"
"Woom 2","8010 Graz","Zuletzt geändert:,04.07.2024, 17:40 Uhr","€ 300","Privatperson","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1748221657/",142,300,8010,"8010 Graz",2,"Grün","2024-07-04 17:40:00",1720114800,0,"used",0,0,8010,47.07213787521,15.4531645759067,8,9,10,0,5.7037824746562,0.789473684210526,"Grün","used"
"Woom 2","6150 Steinach am Brenner","Zuletzt geändert:,04.07.2024, 14:42 Uhr","€ 285","Privatperson","Rot,Gebraucht,Selbstabholung","Guter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1838388160/",152,285,6150,"6150 Steinach am Brenner",2,"Rot","2024-07-04 14:42:00",1720104120,0,"used",0,0,6150,47.0837414595851,11.4511369299684,0,2,11,0,5.65248918026865,4,"Rot","used"
"Woom 3","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,04.07.2024, 15:14 Uhr","€ 390","Privatperson","bis 16 Zoll,Violett,Neuwertig,Selbstabholung","Woom 3 Fahrrad in der Farbe Lila TOPZUSTAND","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1616586157/",154,390,1210,"1210 Wien",3,"Violett","2024-07-04 15:14:00",1720106040,0,"as good as new",0,0,1210,48.2678639,16.3845716,58,55,18,1,5.96614673912369,0.126050420168067,"Violett","as good as new"
"Woom 3, blau","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,04.07.2024, 14:15 Uhr","€ 399","Privatperson","Blau,Neuwertig,Selbstabholung, Versand","Inklusive Klingel und Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1420646407/",155,399,1220,"1220 Wien",3,"Blau","2024-07-04 14:15:00",1720102500,0,"as good as new",1,0,1220,48.2152329,16.4840611,60,55,18,1,5.98896141688986,0.122950819672131,"Blau","as good as new"
"Woom 3 neueres Modell mit Kettenschutz","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,06.07.2024, 10:12 Uhr","€ 290","Privatperson","bis 35 cm,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","Sehr guter Zustand,nur wenige Gebrauchtspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neueres-modell-mit-kettenschutz-1025140484/",167,290,1210,"1210 Wien",3,"Rot","2024-07-06 10:12:00",1720260720,1,"as good as new",0,0,1210,48.2678639,16.3845716,58,55,18,1,5.66988092298052,0.126050420168067,"Rot","as good as new"
"Woom 3 lila TOP Zustand","6370 Kitzbühel","Zuletzt geändert:,04.07.2024, 10:14 Uhr","€ 320","Privatperson","Scheibenbremse,Violett,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-top-zustand-1152367027/",172,320,6370,"6370 Kitzbühel",3,"Violett","2024-07-04 10:14:00",1720088040,0,"used",1,0,6370,47.447367,12.3928487,0,6,8,0,5.76832099579377,3,"Violett","used"
"Woom 3","4752 Riedau","Zuletzt geändert:,04.07.2024, 08:21 Uhr","€ 340","","Felgenbremse,bis 35 cm,bis 16 Zoll,Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1553572769/",177,340,4752,"4752 Riedau",3,"Blau","2024-07-04 08:21:00",1720081260,0,"as good as new",0,1,4752,48.295920282893,13.6420598216066,1,3,21,0,5.82894561761021,1.81818181818182,"Blau","as good as new"
"WOOM original 3 - grün - 4-6 Jahre","4030 Linz","Zuletzt geändert:,03.07.2024, 20:11 Uhr","€ 380","Privatperson","Tretlagerschaltung,Felgenbremse,40 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","--- WOOM ORIGINAL GR 3 IN GRÜN ---","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-gruen-4-6-jahre-1513435525/",200,380,4030,"4030 Linz",3,"Grün","2024-07-03 20:11:00",1720037460,0,"used",0,0,4030,48.2496676303334,14.3259656118076,4,6,12,0,5.94017125272043,1.25,"Grün","used"
"Woom 5","8691 Neuberg an der Mürz","Zuletzt geändert:,03.07.2024, 19:44 Uhr","€ 500","Privatperson","Kettenschaltung,Felgenbremse,24 Zoll,Rot,Neuwertig,Selbstabholung","Aufgrund von Wechsel auf die nächste Größe wird dieses Woom 5 Fahrrad verkauft,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1137509516/",201,500,8691,"8691 Neuberg an der Mürz",5,"Rot","2024-07-03 19:44:00",1720035840,0,"as good as new",0,0,8691,47.6754266816867,15.6740839410951,0,1,16,0,6.21460809842219,3.33333333333333,"Rot","as good as new"
"Woom 3 Automatic","3452 Heiligeneich","Zuletzt geändert:,03.07.2024, 19:30 Uhr","€ 350","Privatperson","Rot,Gebraucht,Selbstabholung","Nur knapp ein Jahr gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-automatic-1343533325/",205,350,3452,"3452 Heiligeneich",3,"Rot","2024-07-03 19:30:00",1720035000,0,"used",0,0,3452,48.2986280095522,15.8970130067623,2,17,130,0,5.85793315448346,0.340909090909091,"Rot","used"
"Woom 3 blau, Fixpreis!","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,03.07.2024, 17:23 Uhr","€ 290","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 3 blau , leichte Gebrauchsspuren, voll funktionstüchtig, Fixpreis!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-fixpreis-1416798101/",215,290,1020,"1020 Wien",3,"Blau","2024-07-03 17:23:00",1720027380,0,"used",0,0,1020,48.20642055,16.4327785094205,78,45,18,1,5.66988092298052,0.104166666666667,"Blau","used"
"Woom 2","8160 Affental","Zuletzt geändert:,06.07.2024, 15:46 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1715529027/",224,330,8160,"8160 Affental",2,"Blau","2024-07-06 15:46:00",1720280760,1,"used",1,0,8160,47.2086261,15.6534885454484,0,21,9,0,5.79909265446053,1.17647058823529,"Blau","used"
"Woom 4","6220 Buch","Zuletzt geändert:,03.07.2024, 13:21 Uhr","€ 400","Privatperson","Tretlagerschaltung,20 Zoll,Grün,Neuwertig,Selbstabholung","1. Besitzer! Super Zustand nicht oft gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1900688161/",229,400,6220,"6220 Buch",4,"Grün","2024-07-03 13:21:00",1720012860,0,"as good as new",0,0,6220,47.3802507128933,11.7757662278902,2,4,12,0,5.99146454710798,1.875,"Grün","as good as new"
"Woom 3","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,03.07.2024, 09:20 Uhr","€ 320","Privatperson","Tretlagerschaltung,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-918962434/",243,320,1120,"1120 Wien",3,"Violett","2024-07-03 09:20:00",1719998400,0,"used",0,0,1120,48.180259,16.3313609,71,60,18,0,5.76832099579377,0.106382978723404,"Violett","used"
"Woom 2","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,03.07.2024, 08:34 Uhr","€ 280","Privatperson","Felgenbremse,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-928130862/",244,280,1020,"1020 Wien",2,"Grün","2024-07-03 08:34:00",1719995640,0,"used",0,0,1020,48.20642055,16.4327785094205,78,45,18,0,5.63478960316925,0.104166666666667,"Grün","used"
"Woom 3 mit Original Gepäckträger und Ständer","6370 Reith bei Kitzbühel","Zuletzt geändert:,03.07.2024, 02:00 Uhr","€ 400","Privatperson","Violett,Gebraucht,Selbstabholung","Woom 3, sehr guter Zustand, mit Original Gepäckträger und Ständer und FollowMe Achse, Originalachse vorhanden","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-original-gepaecktraeger-und-staender-1602076045/",251,400,6370,"6370 Reith bei Kitzbühel",3,"Violett","2024-07-03 02:00:00",1719972000,0,"used",0,0,6370,47.447367,12.3928487,0,6,8,0,5.99146454710798,3,"Violett","used"
"Kinderfahrrad Woom 3","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,02.07.2024, 22:30 Uhr","€ 320","Privatperson","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe dieses gebrauchte aber in super Zustand Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1965942410/",254,320,1120,"1120 Wien",3,"Violett","2024-07-02 22:30:00",1719959400,0,"used",0,0,1120,48.180259,16.3313609,71,60,18,0,5.76832099579377,0.106382978723404,"Violett","used"
"Woom 3 Kinder Fahrrad","4865 Nußdorf am Attersee","Zuletzt geändert:,02.07.2024, 17:58 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Top gepflegtes 2 Jahre altes Woom 3 Kinderfahrrad abzugeben. Ist leider zu klein geworden. Inklusive Original Woom Seitenständer und neuer originaler Woom Klingel. Griffe in top Zustand. Bei Interesse gerne melden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinder-fahrrad-1520526385/",267,350,4865,"4865 Nußdorf am Attersee",3,"Gelb","2024-07-02 17:58:00",1719943080,0,"used",0,0,4865,47.8691077676498,13.5219969052586,0,7,13,0,5.85793315448346,2.22222222222222,"Gelb","used"
"(reserviert) Woom 2 Fahrrad Kinder","5585 Unternberg","Zuletzt geändert:,03.07.2024, 12:23 Uhr","€ 280","Privatperson","bis 35 cm,Rot,Gebraucht,Selbstabholung","Sehr schönes Woom 2 in Rot, Gebrauchsspuren vorhanden, aber voll einsatzfähig und sehr gut in Schuss, alles auf den Bildern ersichtlich","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-kinder-1090471203/",275,280,5585,"5585 Unternberg",2,"Rot","2024-07-03 12:23:00",1720009380,0,"used",0,0,5585,47.1025151074687,13.7436906780495,0,0,18,0,5.63478960316925,3.33333333333333,"Rot","used"
"woom 2","7100 Neusiedl am See","Zuletzt geändert:,03.07.2024, 09:24 Uhr","€ 290","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 2 mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-979655710/",276,290,7100,"7100 Neusiedl am See",2,"Blau","2024-07-03 09:24:00",1719998640,0,"used",0,0,7100,47.9553875,16.8736715,1,0,135,1,5.66988092298052,0.425531914893617,"Blau","used"
"Woom 3 Kinderrad lila","6330 Kufstein","Zuletzt geändert:,02.07.2024, 10:54 Uhr","€ 310","Privatperson","Violett,Gebraucht,Selbstabholung, Versand","Ein fantastisches Rad für das Alter zwischen ca. 4-6 Jahren (105-120 cm) Die Kinder fühlen sich sicher auf diesem Rad und haben wirklich Spaß damit!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderrad-lila-1003917702/",282,310,6330,"6330 Kufstein",3,"Violett","2024-07-02 10:54:00",1719917640,0,"used",1,0,6330,47.5848037601801,12.1711387515082,2,5,8,0,5.73657229747919,2,"Violett","used"
"Woom 4","9871 Seeboden","Zuletzt geändert:,02.07.2024, 07:29 Uhr","€ 430","Privatperson","Kettenschaltung,Felgenbremse,Grün,Gebraucht,Selbstabholung, Versand","Verkaufe dieses Woom 4 in grün.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1836425768/",288,430,9871,"9871 Seeboden",4,"Grün","2024-07-02 07:29:00",1719905340,0,"used",1,0,9871,46.8201428,13.4981655,4,3,7,0,6.06378520868761,1.62162162162162,"Grün","used"
"Woom 4 gruen","8045 Andritz","Zuletzt geändert:,03.07.2024, 07:42 Uhr","€ 300","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gruen-2061538807/",293,300,8045,"8045 Andritz",4,"Grün","2024-07-03 07:42:00",1719992520,0,"used",0,0,8045,47.0973284,15.4219692,12,9,10,0,5.7037824746562,0.6,"Grün","used"
"WOOM 2 weiß","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,01.07.2024, 18:21 Uhr","€ 220","Privatperson","bis 16 Zoll,Weiß,Gebraucht,Selbstabholung","Verkaufe WOOM 2 weiß,älteres Modell,im gebrauchten Zustand,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-weiss-1171798827/",306,220,1230,"1230 Wien",2,"Andere","2024-07-01 18:21:00",1719858060,0,"used",0,0,1230,48.1393523,16.3048854,43,79,19,0,5.39362754635236,0.137931034482759,"Andere","used"
"Woom 3","4850 Timelkam","Zuletzt geändert:,01.07.2024, 18:17 Uhr","€ 300","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","Verkaufe gebrauchtes Woom 3 in gutem Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-813921984/",309,300,4850,"4850 Timelkam",3,"Gelb","2024-07-01 18:17:00",1719857820,0,"used",1,0,4850,48.021498,13.593288,1,7,14,0,5.7037824746562,1.76470588235294,"Gelb","used"
"Woom 2 fahrrad","8081 Heiligenkreuz am Waasen","Zuletzt geändert:,01.07.2024, 20:34 Uhr","€ 300","Privatperson","Rot,Gebraucht,Selbstabholung","Mit Helm grösse xs 46-50 cm wurde selten gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-1005417844/",311,300,8081,"8081 Heiligenkreuz am Waasen",2,"Rot","2024-07-01 20:34:00",1719866040,0,"used",0,0,8081,46.9698744028715,15.5922078519573,1,24,4,0,5.7037824746562,1.03448275862069,"Rot","used"
"WOOM 4 ROT UND BLAU","3443 Sieghartskirchen","Zuletzt geändert:,01.07.2024, 16:03 Uhr","€ 350","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 4 blau und rot gebraucht zu verkaufen. Inklusive Flaschenhalter, Ständer und Klingel. Leichte Mängel siehe Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-und-blau-804573366/",316,350,3443,"3443 Sieghartskirchen",4,"Blau","2024-07-01 16:03:00",1719849780,0,"used",0,0,3443,48.2201722,15.9823466492243,3,66,79,0,5.85793315448346,0.262008733624454,"Blau","used"
"Woom 5 Fahrrad","3623 Kottes","Zuletzt geändert:,01.07.2024, 16:15 Uhr","€ 330","Privatperson","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-fahrrad-804838455/",317,330,3623,"3623 Kottes",5,"Grün","2024-07-01 16:15:00",1719850500,0,"used",0,0,3623,48.4104978488023,15.3440956413087,0,5,16,0,5.79909265446053,2.30769230769231,"Grün","used"
"Woom 4 BLAU","3443 Sieghartskirchen","Zuletzt geändert:,01.07.2024, 16:00 Uhr","€ 350","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 4 blau und rot gebraucht zu verkaufen. Inklusive Flaschenhalter, Ständer und Klingel. Leichte Mängel siehe Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-1990716341/",318,350,3443,"3443 Sieghartskirchen",4,"Blau","2024-07-01 16:00:00",1719849600,0,"used",0,0,3443,48.2201722,15.9823466492243,3,66,79,0,5.85793315448346,0.262008733624454,"Blau","used"
