"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i"
"WOOM OFF 5","7100 Neusiedl am See","Zuletzt geändert:,30.06.2024, 17:56 Uhr","€ 580","Privatperson","Schwarz,Gebraucht,Selbstabholung","Woom off 5","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-5-1002253489/",821,580,"7100","7100 Neusiedl am See","5","Andere",2024-06-30 17:56:00,1719770160,0,"used",0,0
"WOOM 4","Wiener Neustadt Land, Niederösterreich","Zuletzt geändert:,18.06.2024, 08:51 Uhr","€ 320","","Rot,Gebraucht,Selbstabholung","Trennen uns von unserem","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1882437215/",822,320,NA,"Wiener Neustadt Land","4","Rot",2024-06-18 08:51:00,1718700660,0,"used",0,1
"Woom 3","","Zuletzt geändert:,18.06.2024, 08:25 Uhr","€ 300","","Blau,Gebraucht,Selbstabholung","Gerne gefahren und in super Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1332218185/",823,300,NA,"","3","Blau",2024-06-18 08:25:00,1718699100,0,"used",0,1
"Kubike 20 s","Sankt Pölten Land, Niederösterreich","Zuletzt geändert:,18.06.2024, 08:29 Uhr","€ 350","","20 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kubike-20-s-1296783126/",824,350,NA,"Sankt Pölten Land",NA,"Rot",2024-06-18 08:29:00,1718699340,0,"used",0,1
"Woom 3","Oberpullendorf, Burgenland","Zuletzt geändert:,30.06.2024, 00:58 Uhr","€ 250","","Gelb,Gebraucht,Selbstabholung","Verkaufe ein gebrauchtes, aber voll funktionsfähiges Woom 3 inklusive Ständer und Kettenschutz. Gebrauchsspuren wie auf den Fotos zu sehen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1678012830/",825,250,NA,"Oberpullendorf","3","Gelb",2024-06-30 00:58:00,1719709080,0,"used",0,1
"STUF Kinderfahrrad LW 16""","Deutschlandsberg, Steiermark","Zuletzt geändert:,18.06.2024, 07:56 Uhr","€ 197","","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Leichtes Kinderfahrrad","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/stuf-kinderfahrrad-lw-16-1138983769/",826,197,NA,"Deutschlandsberg",NA,"Gelb",2024-06-18 07:56:00,1718697360,0,"used",0,1
"Woom 4 City Fahrrad","1090 Wien, 09. Bezirk, Alsergrund","Zuletzt geändert:,01.07.2024, 10:59 Uhr","€ 490","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Schwarz,Gebraucht,Selbstabholung","Verkaufe hier ein Woom 4 City Bike, dieses ist gebraucht aber in einwandfreiem Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-city-fahrrad-781631142/",827,490,"1090","1090 Wien","4","Andere",2024-07-01 10:59:00,1719831540,0,"used",0,0
"KU Bike Kinderfahrrad für bis 4-6 Jahre","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,23.06.2024, 08:27 Uhr","€ 250","Privatperson","bis 16 Zoll,Türkis,Gebraucht,Selbstabholung","Verkaufe das Fahrrad meines Kindes, da es schon zu klein ist. Es ist im sehr guten funktionstüchtigen Zustand. Aufgrund des Gebrauchs hat es ein paar Kratzer. Das KU Bike ist ein sehr zuverlässiges Fahrrad und qualitativ hochwertiger als die WOOM Bikes. Neupreis bei United in Cycling lag bei ca 450€ (Montage wurde dazugekauft, daher der Preis) - Preis NICHT verhandelbar.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/ku-bike-kinderfahrrad-fuer-bis-4-6-jahre-1389545444/",828,250,"1220","1220 Wien","4","Andere",2024-06-23 08:27:00,1719131220,0,"used",0,0
"Woom 3","Bludenz, Vorarlberg","Zuletzt geändert:,18.06.2024, 02:00 Uhr","€ 350","","Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-843312011/",829,350,NA,"Bludenz","3","Gelb",2024-06-18 02:00:00,1718676000,0,"used",0,1
"Woom 3","Baden, Niederösterreich","Zuletzt geändert:,18.06.2024, 06:58 Uhr","€ 250","","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1694643442/",830,250,NA,"Baden","3","Grün",2024-06-18 06:58:00,1718693880,0,"used",0,1
"Woom 6 lila","Sankt Pölten, Niederösterreich","Zuletzt geändert:,23.06.2024, 23:11 Uhr","€ 500","","Kettenschaltung,Scheibenbremse,45 cm,26 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-lila-847579936/",831,500,NA,"Sankt Pölten","6","Violett",2024-06-23 23:11:00,1719184260,0,"used",0,1
"KTM Wild Cross 16/ 18 Zoll Top WOOM Alternative","Gänserndorf, Niederösterreich","Zuletzt geändert:,03.07.2024, 12:18 Uhr","€ 229","","Violett,Gebraucht,Selbstabholung","Hallo,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/ktm-wild-cross-16-18-zoll-top-woom-alternative-2139470658/",832,229,NA,"Gänserndorf",NA,"Violett",2024-07-03 12:18:00,1720009080,0,"used",0,1
"Woom 2 Kinderrad grün","","Zuletzt geändert:,26.06.2024, 15:33 Uhr","€ 300","","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderrad-gruen-1192992719/",833,300,NA,"","2","Grün",2024-06-26 15:33:00,1719415980,0,"used",0,1
"Woom Fahrrad grün","","Zuletzt geändert:,17.06.2024, 19:21 Uhr","€ 300","","Kettenschaltung,Trommelbremse,bis 35 cm,Grün,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-gruen-1923300139/",834,300,NA,"",NA,"Grün",2024-06-17 19:21:00,1718652060,0,"as good as new",0,1
"Woom Fahrrad","","Zuletzt geändert:,17.06.2024, 19:42 Uhr","€ 300","","Kettenschaltung,Trommelbremse,bis 35 cm,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-1350999263/",835,300,NA,"",NA,"Rot",2024-06-17 19:42:00,1718653320,0,"used",0,1
"Woom 4 Kinderfahrrad rot","Graz-Umgebung, Steiermark","Zuletzt geändert:,17.06.2024, 18:00 Uhr","€ 340","","Rot,Gebraucht,Selbstabholung","Super leichtes, tolles Kinderfahrrad mit Glocke, Ständer und Trinkflasche zu verkaufen. 8 Gänge. Ist in gutem Zustand, lediglich Gebrauchsspuren am Lenker und den Bremsgriffen (siehe Fotos).","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-rot-965913040/",836,340,NA,"Graz-Umgebung","4","Rot",2024-06-17 18:00:00,1718647200,0,"used",0,1
"Woom 5","Innsbruck-Land, Tirol","Zuletzt geändert:,17.06.2024, 17:23 Uhr","€ 450","","Kettenschaltung,Felgenbremse,24 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufen unser woom 5","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1310174973/",837,450,NA,"Innsbruck-Land","5","Blau",2024-06-17 17:23:00,1718644980,0,"used",0,1
"Frog 52","Kärnten","Zuletzt geändert:,03.07.2024, 18:23 Uhr","€ 300","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Orange,Gebraucht,Selbstabholung","Frog ist die Alternative zu woom.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/frog-52-1760387909/",838,300,NA,"Kärnten",NA,"Orange",2024-07-03 18:23:00,1720030980,0,"used",0,1
"Kinderfahrrad Woom 3, 16 Zoll, rot mit Schutzblech & Ständer","Innsbruck-Land, Tirol","Zuletzt geändert:,17.06.2024, 16:54 Uhr","€ 350","","Rot,Gebraucht,Selbstabholung, Versand","Gepflegtes woom 3 Fahrrad","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-16-zoll-rot-mit-schutzblech-staender-802089601/",839,350,NA,"Innsbruck-Land","3","Rot",2024-06-17 16:54:00,1718643240,0,"used",1,1
"Kinderfahrrad Woom 3 gelb inkl. Orig. Seitetänder und Klingel","Amstetten, Niederösterreich","Zuletzt geändert:,17.06.2024, 14:45 Uhr","€ 320","","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Woom 3 inkl. Klingel und Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-gelb-inkl-orig-seitetaender-und-klingel-1621731876/",840,320,NA,"Amstetten","3","Gelb",2024-06-17 14:45:00,1718635500,0,"used",0,1
"Kinderfahrrad Conway MS 160","4100 Ottensheim","Zuletzt geändert:,27.06.2024, 13:58 Uhr","€ 190","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Ich verkaufe ein Conway MS 16 Kinderfahrrad 16 Zoll in gutem Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-conway-ms-160-1406357781/",841,190,"4100","4100 Ottensheim",NA,"Gelb",2024-06-27 13:58:00,1719496680,0,"used",0,0
"Woom 2 blau","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,17.06.2024, 14:17 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-blau-2058959213/",842,330,"1220","1220 Wien","2","Blau",2024-06-17 14:17:00,1718633820,0,"used",0,0
"Superleichtes Rad FROG (wie ein Woom)","Leibnitz, Steiermark","Zuletzt geändert:,17.06.2024, 13:39 Uhr","€ 300","","Weiß,Gebraucht,Selbstabholung","Frog Bike (wie ein Woom-Fahrrad)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/superleichtes-rad-frog-wie-ein-woom-1872306133/",843,300,NA,"Leibnitz",NA,"Andere",2024-06-17 13:39:00,1718631540,0,"used",0,1
"WOOM 2","9800 Spittal an der Drau","Zuletzt geändert:,28.06.2024, 11:51 Uhr","€ 340","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","WOOM 2 , Absolut neuwertiger Zustand!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-821426953/",844,340,"9800","9800 Spittal an der Drau","2","Grün",2024-06-28 11:51:00,1719575460,0,"used",1,0
"Woom 2 inkl. Seitenständer","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,27.06.2024, 17:55 Uhr","€ 305","","Rot,Gebraucht,Selbstabholung, Versand","Verkauft wird ein Woom 2 Fahrrad.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-inkl-seitenstaender-1553300427/",845,305,NA,"Bruck an der Leitha","2","Rot",2024-06-27 17:55:00,1719510900,0,"used",1,1
"Woom 3 rot","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,17.06.2024, 12:17 Uhr","€ 370","","Rot,Gebraucht,Selbstabholung","Woom 3 in rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-1456045465/",846,370,NA,"Salzburg-Umgebung","3","Rot",2024-06-17 12:17:00,1718626620,0,"used",0,1
"Woom 2 lila inkl. Fahrradständer","Kärnten","Zuletzt geändert:,17.06.2024, 12:28 Uhr","€ 369","","Violett,Gebraucht,Selbstabholung, Versand","kaum Gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-lila-inkl-fahrradstaender-1209987632/",847,369,NA,"Kärnten","2","Violett",2024-06-17 12:28:00,1718627280,0,"used",1,1
"SPECIALIZED Hotrock 20 Zoll","Eisenstadt - Umgebung, Burgenland","Zuletzt geändert:,17.06.2024, 12:14 Uhr","€ 270","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/specialized-hotrock-20-zoll-1207247885/",848,270,NA,"Eisenstadt - Umgebung",NA,"Rot",2024-06-17 12:14:00,1718626440,0,"as good as new",0,1
"Islabike 20 zoll leicht wie woom","Urfahr-Umgebung, Oberösterreich","Zuletzt geändert:,17.06.2024, 10:23 Uhr","€ 199","","Kettenschaltung,Felgenbremse,38 cm,20 Zoll,Rot,Gebraucht,Selbstabholung, Versand","Sehr guter Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/islabike-20-zoll-leicht-wie-woom-2039267126/",849,199,NA,"Urfahr-Umgebung",NA,"Rot",2024-06-17 10:23:00,1718619780,0,"used",1,1
"Woom 1 neuwertig!","8983 Bad Mitterndorf","Zuletzt geändert:,21.06.2024, 13:45 Uhr","€ 190","Privatperson","Violett,Neuwertig,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-neuwertig-1950729206/",850,190,"8983","8983 Bad Mitterndorf","1","Violett",2024-06-21 13:45:00,1718977500,0,"as good as new",1,0
"Islabike Cnoc 14L","1080 Wien, 08. Bezirk, Josefstadt","Zuletzt geändert:,17.06.2024, 10:22 Uhr","€ 210","Privatperson","Kettenschaltung,Scheibenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Wir verkaufen ein Islabike CNOC 14 Zoll (large) Fahrrad.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/islabike-cnoc-14l-1052465612/",851,210,"1080","1080 Wien",NA,"Rot",2024-06-17 10:22:00,1718619720,0,"used",0,0
"Woom 3","","Zuletzt geändert:,17.06.2024, 09:45 Uhr","€ 370","","Rot,Gebraucht,Selbstabholung, Versand","Woom 3 rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1041911504/",852,370,NA,"","3","Rot",2024-06-17 09:45:00,1718617500,0,"used",1,1
"Woom 3","","Zuletzt geändert:,17.06.2024, 09:45 Uhr","€ 370","","Blau,Gebraucht,Selbstabholung, Versand","Woom 3 blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1128509336/",853,370,NA,"","3","Blau",2024-06-17 09:45:00,1718617500,0,"used",1,1
"Woom 3 Kinderfahrrad","Sankt Veit an der Glan, Kärnten","Zuletzt geändert:,17.06.2024, 09:15 Uhr","€ 250","","Violett,Gebraucht,Selbstabholung","Verkaufe das Woom 3, super zum Fahrradfahren lernen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1276155643/",854,250,NA,"Sankt Veit an der Glan","3","Violett",2024-06-17 09:15:00,1718615700,0,"used",0,1
"Woom 4","Melk, Niederösterreich","Zuletzt geändert:,17.06.2024, 08:57 Uhr","€ 450","","Kettenschaltung,Felgenbremse,20 Zoll,Mehrfarbig,Gebraucht,Selbstabholung","Verkaufe Fahrrad WOOM 4 leichte Gebrauchsspuren nicht viel gefahren. Rechnung vorhanden voriges Jahr März gekauft.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1821787891/",855,450,NA,"Melk","4","Andere",2024-06-17 08:57:00,1718614620,0,"used",0,1
"Woom bike 4","Niederösterreich","Zuletzt geändert:,05.07.2024, 20:43 Uhr","€ 410","","Tretlagerschaltung,Trommelbremse,50 cm,20 Zoll,Blau,Gebraucht,Selbstabholung","Woom bike 3 , 20 zoll","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-4-1322351319/",856,410,NA,"Niederösterreich","4","Blau",2024-07-05 20:43:00,1720212180,1,"used",0,1
"26 Zoll Kinderfahrrad WOOM NOW 6","Steyr-Land, Oberösterreich","Zuletzt geändert:,01.07.2024, 13:15 Uhr","€ 499","","Kettenschaltung,Scheibenbremse,26 Zoll,Blau,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/26-zoll-kinderfahrrad-woom-now-6-1043497467/",857,499,NA,"Steyr-Land","6","Blau",2024-07-01 13:15:00,1719839700,0,"good",1,1
"Woom3 Kinderfahrrad","","Zuletzt geändert:,17.06.2024, 08:12 Uhr","€ 330","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Wir verkaufen unseres Woom3 Kinderfahrrad mit Woom ständer und Woom Glocke.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom3-kinderfahrrad-1259046552/",858,330,NA,"",NA,"Grün",2024-06-17 08:12:00,1718611920,0,"used",0,1
"Woom 2 Purple Haze","Leibnitz, Steiermark","Zuletzt geändert:,17.06.2024, 08:15 Uhr","€ 349","","Felgenbremse,bis 35 cm,bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand","Absoluter Originalzustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-purple-haze-1188145597/",859,349,NA,"Leibnitz","2","Violett",2024-06-17 08:15:00,1718612100,0,"used",1,1
"Kinderfahrrad WOOM NOW 6 26 Zoll","Linz Land, Oberösterreich","Zuletzt geändert:,01.07.2024, 13:18 Uhr","€ 499","","Scheibenbremse,26 Zoll,Blau,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-now-6-26-zoll-1799190781/",860,499,NA,"Linz Land","6","Blau",2024-07-01 13:18:00,1719839880,0,"good",1,1
"Neuwertiges Woom 3 mit original woom Klingel, Ständer, Schutzbleche und Gepäckträger","Leibnitz, Steiermark","Zuletzt geändert:,17.06.2024, 07:43 Uhr","€ 499","","bis 16 Zoll,Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertiges-woom-3-mit-original-woom-klingel-staender-schutzbleche-und-gepaecktraeger-1177602799/",861,499,NA,"Leibnitz","3","Violett",2024-06-17 07:43:00,1718610180,0,"as good as new",0,1
"Woom 2","Mattersburg, Burgenland","Zuletzt geändert:,16.06.2024, 22:53 Uhr","€ 300","","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Woom 2 Gelb","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1934545667/",862,300,NA,"Mattersburg","2","Gelb",2024-06-16 22:53:00,1718578380,0,"used",0,1
"Woom 6 off!","8850 Auen","Zuletzt geändert:,17.06.2024, 07:41 Uhr","€ 899","Privatperson","Schwarz,Neuwertig,Selbstabholung","Verkaufen neuwertiges Woom 6 off","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-off-1566404666/",863,899,"8850","8850 Auen","6","Andere",2024-06-17 07:41:00,1718610060,0,"as good as new",0,0
"woom 4 / 20 Zoll","Reutte, Tirol","Zuletzt geändert:,16.06.2024, 21:56 Uhr","€ 440","","Kettenschaltung,Scheibenbremse,Grün,Neuwertig,Selbstabholung, Versand","Sehr guter Zustand  - keine Gebrauchspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-20-zoll-1447644597/",865,440,NA,"Reutte","4","Grün",2024-06-16 21:56:00,1718574960,0,"as good as new",1,1
"WOOM 3 in lila","","Zuletzt geändert:,16.06.2024, 20:24 Uhr","€ 330","","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe ein WOOM 3 in lila inkl. Original-Woom Seitenständer, Klingel und Flaschenhalter","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-lila-1037915225/",866,330,NA,"","3","Violett",2024-06-16 20:24:00,1718569440,0,"used",0,1
"Woom 3","Neunkirchen, Niederösterreich","Zuletzt geändert:,24.06.2024, 21:28 Uhr","€ 290","","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Woom 3 mit Ständer und Klingel. Voll funktionstüchtig. Ist wirklich toll zu fahren. Auf den Bildern sind die follow me Kontakte noch drauf. Kann mit der Anhängevorrichtung (siehe meine andere Anzeige) zusammen abgegeben werden, ansonsten wird die Vorrichtung abmontiert.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1048904681/",867,290,NA,"Neunkirchen","3","Grün",2024-06-24 21:28:00,1719264480,0,"used",0,1
"Woom 3","Mödling, Niederösterreich","Zuletzt geändert:,01.07.2024, 21:47 Uhr","€ 300","","Blau,Gebraucht,Selbstabholung","Verkaufe gut erhaltenes Woom Fahrrad Größe 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1181512937/",868,300,NA,"Mödling","3","Blau",2024-07-01 21:47:00,1719870420,0,"used",0,1
"Woom 5 mit Gepäckträger, Kotflügel und Ständer","Oberösterreich","Zuletzt geändert:,16.06.2024, 19:34 Uhr","€ 470","","Kettenschaltung,Felgenbremse,24 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-mit-gepaecktraeger-kotfluegel-und-staender-783419150/",869,470,NA,"Oberösterreich","5","Blau",2024-06-16 19:34:00,1718566440,0,"used",0,1
"Kinderfahrrad - Fahrrad rot - Wild Cross 20","Neunkirchen, Niederösterreich","Zuletzt geändert:,22.06.2024, 06:38 Uhr","€ 350","","Kettenschaltung,Felgenbremse,20 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe unser 1 Jahr altes KTM Fahrrad (20 Zoll), da unser Sohn einen enormen Wachstumsschub gemacht hat. Neupreis + Zubehör 540€","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-fahrrad-rot-wild-cross-20-1049736431/",870,350,NA,"Neunkirchen",NA,"Rot",2024-06-22 06:38:00,1719038280,0,"used",0,1
"Woom 3 lila","","Zuletzt geändert:,16.06.2024, 18:13 Uhr","€ 330","","Violett,Gebraucht,Selbstabholung","Wir verkaufen ein Woom 3 in lila. Der Zustand ist einwandfrei. Einige wenige Gebrauchsspuren sind vorhanden, siehe letztes Bild.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-1688847826/",872,330,NA,"","3","Violett",2024-06-16 18:13:00,1718561580,0,"used",0,1
"Trek Wahoo 20"" Kinderfahrrad","Baden, Niederösterreich","Zuletzt geändert:,16.06.2024, 18:06 Uhr","€ 210","","Kettenschaltung,Felgenbremse,20 Zoll,Rosa,Gebraucht,Selbstabholung","Unsere Tochter benützt das Rad aktuell noch, bekommt aber demnächst ein neues und ich will Platz in der Garage. Das Trek Wahoo ist ein super Fahrrad. Nicht ganz so leicht wie Woom Fahrräder, aber trotzdem leichter als so manche Mitbewerber.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/trek-wahoo-20-kinderfahrrad-845922717/",873,210,NA,"Baden",NA,"Andere",2024-06-16 18:06:00,1718561160,0,"used",0,1
"Woom 3","Niederösterreich","Zuletzt geändert:,16.06.2024, 16:57 Uhr","€ 320","","Blau,Gebraucht,Selbstabholung, Versand","Woom 3 mit Gepäckträger und Ständer zu verkaufen. In den Speichen sind „Rasselkugeln“ die aber ganz leicht auch abmontiert werden können. Gebrauchspuren siehe Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1250013767/",874,320,NA,"Niederösterreich","3","Blau",2024-06-16 16:57:00,1718557020,0,"used",1,1
"Woom 3","Mödling, Niederösterreich","Zuletzt geändert:,16.06.2024, 16:26 Uhr","€ 330","","Rot,Gebraucht,Selbstabholung","Gebraucht. Abholen in 2380 oder 1010.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1255171392/",875,330,NA,"Mödling","3","Rot",2024-06-16 16:26:00,1718555160,0,"used",0,1
"Kinderfahrrad Woom Now 4","Steiermark","Zuletzt geändert:,16.06.2024, 16:46 Uhr","€ 450","","Blau,Gebraucht,Selbstabholung","Woom Now 4 mit Schultaschenhalterung vorne","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-now-4-1445712768/",876,450,NA,"Steiermark","4","Blau",2024-06-16 16:46:00,1718556360,0,"used",0,1
"woom OFF 4, 20""","Sankt Pölten Land, Niederösterreich","Zuletzt geändert:,22.06.2024, 08:42 Uhr","€ 600","","Kettenschaltung,Scheibenbremse,bis 35 cm,20 Zoll,Schwarz,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-4-20-1609394199/",877,600,NA,"Sankt Pölten Land","4","Andere",2024-06-22 08:42:00,1719045720,0,"used",0,1
"Woom Rad 4","Gmunden, Oberösterreich","Zuletzt geändert:,16.06.2024, 15:38 Uhr","€ 400","","Kettenschaltung,Gelb,Gebraucht,Selbstabholung","Schönes leichtes Kinder Bike gelb","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-rad-4-2138304493/",878,400,NA,"Gmunden","4","Gelb",2024-06-16 15:38:00,1718552280,0,"used",0,1
