title,location,last_modified,price,seller_info,details,description,item_url
"Woom 3, sehr guter Zustand, 2023 gekauft","Graz, Steiermark","Zuletzt geändert:,23.06.2024, 19:23 Uhr",€ 370,,"Violett,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-sehr-guter-zustand-2023-gekauft-1391659266/
(reserviert) Woom 3,Vorarlberg,"Zuletzt geändert:,27.06.2024, 09:59 Uhr",€ 310,,"Felgenbremse,Grün,Gebraucht,Selbstabholung","Woom 3 inkl Schutzblech, Gepäckträger und Kettenschutz.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1515319596/
WOOM OFF 6 Verpackung Karton,,"Zuletzt geändert:,10.06.2024, 18:24 Uhr",€ 10,,"Kettenschaltung,Scheibenbremse,56 cm,26 Zoll,Braun,Gebraucht,Selbstabholung",Zum Verkauf steht die Verpackung eines Woom Off 6 Rad welches vor ein paar Wochen unserem Sohn gekauft haben.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-6-verpackung-karton-1679847482/
WOOM OFF 5,"1030 Wien, 03. Bezirk, Landstraße","Zuletzt geändert:,10.06.2024, 21:15 Uhr",€ 650,Privatperson,"Scheibenbremse,24 Zoll,Schwarz,Gebraucht,Selbstabholung",Wir verkaufen unser Kinder-WOOM OFF 5 2020. Sehr guter Zustand. Kaum Gebrauchsspuren.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-5-1638444341/
Kinderfahrrad woom 4 violett 8 Gang 115-130cm 6-8 Jahre mit Ständer Fahrrad,Kärnten,"Zuletzt geändert:,07.06.2024, 06:10 Uhr",€ 430,,"Kettenschaltung,Felgenbremse,51 cm,20 Zoll,Violett,Gebraucht,Selbstabholung, Versand",Neupreis ca. 540€:,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-violett-8-gang-115-130cm-6-8-jahre-mit-staender-fahrrad-1938495223/
"Saracen Mantra 20""","Graz, Steiermark","Zuletzt geändert:,06.06.2024, 19:26 Uhr",€ 90,,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Blau,Gebraucht,Selbstabholung","Saracen Mantra 20"" ähnlich woom, kubike, islabike. Ca. 9kg, 8-fach Shimano altus Schaltung. Gebraucht aber gut in Schuß. NP: 430€",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/saracen-mantra-20-1589747581/
Woom 3,6800 Feldkirch,"Zuletzt geändert:,06.06.2024, 19:48 Uhr",€ 350,Privatperson,"Felgenbremse,Violett,Gebraucht,Selbstabholung",Verkaufe ein Woom 3.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2129787122/
Woom Off 5,,"Zuletzt geändert:,06.06.2024, 23:08 Uhr",€ 750,,"Kettenschaltung,Scheibenbremse,24 Zoll,Schwarz,Gebraucht,Selbstabholung, Versand","Meine Tochter verkauft ihres WOOM OFF 5 Fahrrad mit STÄNDER in der Farbe schwarz. Das Fahrrad ist einem guten gebrauchten Zustand. Verkaufen es, da wir auf die nächste Größe umgestiegen sind.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-5-1540940976/
Kinderfahrrad woom 4 grün 8 Gang 115-130cm 6-8 Jahre mit Ständer Fahrrad,Kärnten,"Zuletzt geändert:,07.06.2024, 06:09 Uhr",€ 435,,"Kettenschaltung,Trommelbremse,51 cm,20 Zoll,Grün,Gebraucht,Selbstabholung, Versand",Neupreis ca. 540€:,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-gruen-8-gang-115-130cm-6-8-jahre-mit-staender-fahrrad-2086931765/
Puky kinderfahrrad 16 zoll,3140 Pottenbrunn,"Zuletzt geändert:,03.06.2024, 08:46 Uhr",€ 50,,"bis 16 Zoll,Rot,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/puky-kinderfahrrad-16-zoll-843146463/
Early Rider,3620 Schwallenbach,"Zuletzt geändert:,03.06.2024, 07:35 Uhr",€ 330,,"Felgenbremse,bis 16 Zoll,Silber,Gebraucht,Selbstabholung, Versand","EARLY RIDER SEEKER 16"" KINDERFAHRRAD",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/early-rider-852662468/
Kinderfahrrad Woom3,"Zell am See, Salzburg","Zuletzt geändert:,03.06.2024, 07:56 Uhr",€ 350,,"bis 16 Zoll,Rot,Neuwertig,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom3-2042307734/
Kinderfahrrad mit 8 Gängen,6323 Bad Häring,"Zuletzt geändert:,03.06.2024, 08:30 Uhr",€ 399,Privatperson,"Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Grün,Gebraucht,Selbstabholung","Ultraleichtes Kinderfahrrad (ähnlich wie die Woom Fahrräder), top Zustand und sehr gepflegt inkl. Zubehör Ständer,Flaschenhalter,Klingel, Reflektoren,...",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-mit-8-gaengen-868935705/
"Woom 3, sehr guter Zustand, wenig benutzt","Graz, Steiermark","Zuletzt geändert:,03.06.2024, 08:41 Uhr",€ 360,,"Gelb,Neuwertig,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-sehr-guter-zustand-wenig-benutzt-1895187700/
Woom 3 - Original - rot,"1180 Wien, 18. Bezirk, Währing","Zuletzt geändert:,30.05.2024, 17:34 Uhr",€ 350,Privatperson,"bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-original-rot-1768813154/
Woom 4 mit Zubehör aus Erstbesitz,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,08.06.2024, 19:48 Uhr",€ 410,Privatperson,"Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung",Woom 4 aus Erstbesitz in Lila.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-mit-zubehoer-aus-erstbesitz-1473853086/
"Woom ORIGINAL 4 sunny yellow - All inclusive Set, fertig zum losfahren!","Gänserndorf, Niederösterreich","Zuletzt geändert:,30.05.2024, 12:05 Uhr",€ 550,,"20 Zoll,Gelb,Neuwertig,Selbstabholung","Woom ORIGINAL 4 sunny yellow - All inclusive Set, fertig zum losfahren!",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-4-sunny-yellow-all-inclusive-set-fertig-zum-losfahren-1065247712/
Kinderfahrrad,,"Zuletzt geändert:,30.05.2024, 12:47 Uhr",€ 30,,"Kettenschaltung,Scheibenbremse,bis 35 cm,Blau,Gebraucht,Selbstabholung",Zu Verkauf kommt ein Kinderfahrrad in gebrauchten Zustand.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-1370976446/
Woom Kinderfahrrad 3 in gelb m. Seitenständer,,"Zuletzt geändert:,30.05.2024, 15:01 Uhr",€ 380,,"Gelb,Neuwertig,Selbstabholung","Woom Original 3 - sehr wenig gefahren, wie neu!",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-3-in-gelb-m-seitenstaender-1363729110/
WOOM Fahrrad rot Größe 5,"Salzburg-Umgebung, Salzburg","Zuletzt geändert:,29.05.2024, 22:01 Uhr",€ 550,,"49 cm,24 Zoll,Rot,Gebraucht,Selbstabholung, Versand","Super leicht, keine Gebrauchsspuren, ohne Tacho und Licht",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-rot-groesse-5-2037041979/
Fahrrad Woom,"1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,26.05.2024, 16:47 Uhr",€ 350,Privatperson,"Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-woom-1219725318/
Kinderfahrrad Woom original 2,Tirol,"Zuletzt geändert:,06.07.2024, 00:27 Uhr",€ 290,,"Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Verkaufen unser gut erhaltenes Woom original 2 Kinderfahrrad in grün, 14 Zoll.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-original-2-1942725042/
"Woom 3, sehr gut erhalten",Salzburg,"Zuletzt geändert:,26.05.2024, 17:05 Uhr",€ 350,,"bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Verkaufe das grüne Woom 3, 16 Zoll, in einem sehr guten Zustand und mit Schutzblech, Gepäckträger und Seiteständer.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-sehr-gut-erhalten-2094565921/
Woom 3 Kinderfahrrad,Niederösterreich,"Zuletzt geändert:,26.05.2024, 17:23 Uhr",€ 350,,"bis 16 Zoll,Violett,Gebraucht,Selbstabholung",Woom 3 Bike,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1186142448/
"Cannondale Kindermountainbike Kids Trail 20""","Kirchdorf an der Krems, Oberösterreich","Zuletzt geändert:,23.05.2024, 22:19 Uhr",€ 230,,"bis 35 cm,20 Zoll,Grün,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/cannondale-kindermountainbike-kids-trail-20-1875704517/
Woom 3 violett inkl. Ständer,"1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,23.05.2024, 18:27 Uhr",€ 340,Privatperson,"Violett,Gebraucht,Selbstabholung",Woom 3 in Violett inkl. Ständer und Trinkflaschenhalter zu verkaufen.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-violett-inkl-staender-1409194223/
"VPACE Max 26, Eigenaufbau","Sankt Pölten Land, Niederösterreich","Zuletzt geändert:,23.05.2024, 21:36 Uhr",€ 1.200,,"Kettenschaltung,Scheibenbremse,bis 35 cm,26 Zoll,Rosa,Gebraucht,Selbstabholung",Wir verkaufen -etwas schweren Herzens- den pink-türkisen Mountainbike Traum unserer Tochter.,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/vpace-max-26-eigenaufbau-1419801255/
"Kinderfahrrad Islabike 20 Zoll, wie Woom 4",3385 Markersdorf-Haindorf,"Zuletzt geändert:,23.05.2024, 21:10 Uhr",€ 290,Privatperson,"20 Zoll,Blau,Gebraucht,Selbstabholung",,https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-islabike-20-zoll-wie-woom-4-1126376286/
Woom 3,"Gänserndorf, Niederösterreich","Zuletzt geändert:,23.05.2024, 21:13 Uhr",€ 380,,"bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Woom 3 in sehr Guten Zustand, neue schlauch und neue reifen.",https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1113594171/
